idx,direction,entry_bar,entry_time,entry_price,sl,tp,entry_atr,entry_spread_points,lots,exit_bar,exit_time,exit_price,exit_reason,bars_held,ambiguous,trailed,points,pnl_atr,pnl_money,swap,commission,nights,net_money,note
102,long,10048,2025-11-04 11:00:00,1.3092,1.30691,1.31263,0.0011428571428571438,5.0,0.01,10048,2025-11-04 11:00:00,1.30691,SL,0,False,False,-0.0022899999999999032,-2.0037499999999135,-2.2899999999999032,-0.0,0.0793,0,-2.369299999999903,
103,long,10060,2025-11-04 23:00:00,1.30187,1.29792,1.3078,0.0019749999999999967,5.0,0.01,10089,2025-11-06 04:00:00,1.30628,SIGNAL,29,False,False,0.004410000000000025,2.2329113924050796,4.410000000000025,-0.102,0.0793,4,4.228700000000025,boundary
104,long,10319,2025-11-19 18:00:00,1.30802,1.30421,1.31373,0.0019042857142856917,5.0,0.01,10329,2025-11-20 04:00:00,1.30421,SL,10,False,False,-0.003809999999999869,-2.0007501875468416,-3.8099999999998695,-0.0255,0.0793,1,-3.9147999999998695,
105,long,10791,2025-12-17 10:00:00,1.33231,1.32897,1.33731,0.0016678571428571573,5.0,0.01,10798,2025-12-17 17:00:00,1.33731,TP,7,False,False,0.004999999999999893,2.997858672376784,4.999999999999893,-0.0,0.0793,0,4.9206999999998935,
106,long,10997,2025-12-31 11:00:00,1.34296,1.3411,1.34575,0.0009307142857142926,5.0,0.01,11000,2025-12-31 14:00:00,1.34575,TP,3,False,False,0.00279000000000007,2.9976976208749573,2.7900000000000706,-0.0,0.0793,0,2.7107000000000707,
107,long,11103,2026-01-08 00:00:00,1.34543,1.34279,1.34939,0.0013207142857142942,5.0,0.01,11118,2026-01-08 15:00:00,1.34279,SL,15,False,False,-0.0026399999999999757,-1.9989183342346903,-2.6399999999999757,-0.0,0.0793,0,-2.7192999999999756,
108,long,11119,2026-01-08 16:00:00,1.34235,1.34013,1.34567,0.001107857142857105,5.0,0.01,11142,2026-01-09 15:00:00,1.34013,SL,23,False,False,-0.0022199999999998887,-2.0038684719535467,-2.2199999999998887,-0.0255,0.0793,1,-2.3247999999998887,
109,long,11239,2026-01-15 16:00:00,1.33734,1.33458,1.34147,0.0013778571428571449,5.0,0.01,11271,2026-01-19 00:00:00,1.33458,SL,32,False,False,-0.0027599999999998737,-2.003110419906593,-2.7599999999998737,-0.102,0.0793,4,-2.9412999999998735,
110,long,11272,2026-01-19 01:00:00,1.33536,1.3322,1.3401,0.0015785714285714134,5.0,0.01,11272,2026-01-19 01:00:00,1.3401,TP,0,False,False,0.0047399999999999665,3.0027149321267044,4.7399999999999665,-0.0,0.0793,0,4.6606999999999665,
111,long,11513,2026-02-02 02:00:00,1.36761,1.36261,1.37512,0.002502142857142897,5.0,0.01,11529,2026-02-02 18:00:00,1.36261,SL,16,False,False,-0.004999999999999893,-1.9982871824149981,-4.999999999999893,-0.0,0.0793,0,-5.079299999999893,
112,long,11594,2026-02-05 11:00:00,1.36035,1.35741,1.36476,0.0014699999999999872,5.0,0.01,11594,2026-02-05 11:00:00,1.35741,SL,0,False,False,-0.0029399999999999427,-1.9999999999999785,-2.9399999999999427,-0.0,0.0793,0,-3.0192999999999426,
113,long,11785,2026-02-17 10:00:00,1.35632,1.35409,1.35967,0.0011157142857143468,5.0,0.01,11786,2026-02-17 11:00:00,1.35967,TP,1,False,False,0.003349999999999964,3.0025608194620315,3.349999999999964,-0.0,0.0793,0,3.270699999999964,
114,long,11821,2026-02-18 22:00:00,1.35003,1.34635,1.35555,0.0018407142857143066,5.0,0.01,11837,2026-02-19 14:00:00,1.34635,SL,16,False,False,-0.0036800000000001276,-1.9992239037641133,-3.6800000000001276,-0.0255,0.0793,1,-3.7848000000001276,
115,long,11838,2026-02-19 15:00:00,1.34636,1.3436,1.3505,0.001380714285714259,5.0,0.01,11839,2026-02-19 16:00:00,1.3436,SL,1,False,False,-0.0027600000000000957,-1.9989653388516342,-2.7600000000000957,-0.0,0.0793,0,-2.8393000000000956,
116,long,11963,2026-02-26 20:00:00,1.34513,1.34084,1.35156,0.002143571428571483,5.0,0.01,11990,2026-02-27 23:00:00,1.34838,EOD,27,False,False,0.003249999999999975,1.5161612795734254,3.249999999999975,-0.0255,0.0793,1,3.145199999999975,
