idx,direction,entry_bar,entry_time,entry_price,sl,tp,entry_atr,entry_spread_points,lots,exit_bar,exit_time,exit_price,exit_reason,bars_held,ambiguous,trailed,points,pnl_atr,pnl_money,swap,commission,nights,net_money,note
30,long,21854,2026-06-15 23:08:00,4319.23,4315.73,0.0,1.1666523596108846,23.0,0.01,21860,2026-06-15 23:14:00,4315.73,SL,6,False,False,-3.5,-3.000036790023174,-3.5,-0.0,0.0793,0,-3.5793,
31,long,21868,2026-06-15 23:22:00,4313.43,4309.19,0.0,1.4120301354314677,23.0,0.01,21890,2026-06-15 23:44:00,4309.19,SL,22,False,False,-4.240000000000691,-3.0027687749773793,-4.240000000000691,-0.0,0.0793,0,-4.319300000000691,
32,long,21897,2026-06-15 23:51:00,4308.7,4313.94,0.0,1.203140160052688,49.0,0.01,21912,2026-06-16 01:06:00,4313.94,SL,15,False,True,5.239999999999782,4.355269796471852,5.239999999999782,-0.7770999999999999,0.0793,1,4.383599999999782,
33,long,23052,2026-06-16 20:06:00,4339.23,4334.86,0.0,1.4577237219779042,15.0,0.01,23060,2026-06-16 20:14:00,4334.86,SL,8,False,False,-4.369999999999891,-2.9978245768481293,-4.369999999999891,-0.0,0.0793,0,-4.449299999999891,
34,long,23093,2026-06-16 20:47:00,4336.21,4339.52,0.0,1.657139392848522,15.0,0.01,23100,2026-06-16 20:54:00,4339.52,SL,7,False,True,3.3100000000004,1.9974179687507827,3.3100000000004,-0.0,0.0793,0,3.2307000000004003,
35,long,23201,2026-06-16 22:35:00,4339.28,4336.19,0.0,1.030644993260089,15.0,0.01,23218,2026-06-16 22:52:00,4336.19,SL,17,False,False,-3.0900000000001455,-2.998122554523842,-3.0900000000001455,-0.0,0.0793,0,-3.1693000000001454,
36,long,23228,2026-06-16 23:02:00,4331.93,4334.95,0.0,1.4659470729517796,23.0,0.01,23345,2026-06-17 01:59:00,4334.95,SL,117,False,True,3.019999999999527,2.060101661050123,3.019999999999527,-2.3312999999999997,0.0793,3,0.6093999999995273,
37,long,24380,2026-06-17 19:14:00,4361.42,4364.73,0.0,1.6618014910855972,15.0,0.01,24387,2026-06-17 19:21:00,4364.73,SL,7,False,True,3.3099999999994907,1.991814315822513,3.3099999999994907,-0.0,0.0793,0,3.2306999999994908,
38,long,24398,2026-06-17 19:32:00,4363.65,4359.28,0.0,1.4559997353583998,15.0,0.01,24405,2026-06-17 19:39:00,4359.28,SL,7,False,False,-4.369999999999891,-3.0013741719013423,-4.369999999999891,-0.0,0.0793,0,-4.449299999999891,
39,long,24428,2026-06-17 20:02:00,4356.8,4360.15,0.0,1.3399449942017083,15.0,0.01,24437,2026-06-17 20:11:00,4360.15,SL,9,False,True,3.3499999999994543,2.5001026269703446,3.3499999999994543,-0.0,0.0793,0,3.2706999999994544,
40,short,25999,2026-06-18 23:13:00,4217.2,4214.63,0.0,1.4457465147820434,23.0,0.01,26028,2026-06-18 23:42:00,4214.63,SL,29,False,True,2.569999999999709,1.7776283558166868,2.569999999999709,0.0,0.0793,0,2.490699999999709,
41,short,27115,2026-06-19 18:49:00,4152.13,4148.18,0.0,1.4786744676106376,15.0,0.01,27129,2026-06-19 19:03:00,4148.18,SL,14,False,True,3.949999999999818,2.6713114255516626,3.949999999999818,0.0,0.0793,0,3.870699999999818,
42,short,27148,2026-06-19 19:22:00,4147.61,4151.54,0.0,1.3086637965815617,15.0,0.01,27164,2026-06-19 19:38:00,4151.54,SL,16,False,False,-3.930000000000291,-3.0030631322315764,-3.930000000000291,0.0,0.0793,0,-4.009300000000291,
43,short,27165,2026-06-19 19:39:00,4151.16,4155.12,0.0,1.31930359593436,15.0,0.01,27174,2026-06-19 19:48:00,4155.12,SL,9,False,False,-3.9600000000000364,-3.001583571971906,-3.9600000000000364,0.0,0.0793,0,-4.039300000000036,
44,short,28311,2026-06-22 19:50:00,4184.75,4189.53,0.0,1.5939927918693635,15.0,0.01,28319,2026-06-22 19:58:00,4189.53,SL,8,False,False,-4.779999999999745,-2.9987588553609297,-4.779999999999745,0.0,0.0793,0,-4.859299999999745,
45,short,28338,2026-06-22 20:17:00,4189.49,4180.15,0.0,1.4878490172841383,15.0,0.01,28355,2026-06-22 20:34:00,4180.15,SL,17,False,True,9.340000000000146,6.277518680658215,9.340000000000146,0.0,0.0793,0,9.260700000000146,
46,short,28376,2026-06-22 20:55:00,4182.66,4187.05,0.0,1.463303345794757,15.0,0.01,28396,2026-06-22 21:15:00,4187.05,SL,20,False,False,-4.390000000000327,-3.0000614791296107,-4.390000000000327,0.0,0.0793,0,-4.469300000000327,
47,short,28479,2026-06-22 22:38:00,4189.94,4185.31,0.0,1.1425574055622634,15.0,0.01,28486,2026-06-22 22:45:00,4185.31,SL,7,False,True,4.6299999999992,4.052312800616554,4.6299999999992,0.0,0.0793,0,4.5506999999992,
48,short,28495,2026-06-22 22:54:00,4187.51,4191.2,0.0,1.2310082704062608,15.0,0.01,28499,2026-06-22 22:58:00,4191.2,SL,4,False,False,-3.6899999999996,-2.9975428181175547,-3.6899999999996,0.0,0.0793,0,-3.7692999999995997,
49,short,28529,2026-06-22 23:28:00,4191.12,4193.92,0.0,0.933328500647699,23.0,0.01,28563,2026-06-23 01:02:00,4193.92,SL,34,False,False,-2.800000000000182,-3.0000155337130225,-2.800000000000182,0.23399999999999999,0.0793,1,-2.645300000000182,
