idx,direction,entry_bar,entry_time,entry_price,sl,tp,entry_atr,entry_spread_points,lots,exit_bar,exit_time,exit_price,exit_reason,bars_held,ambiguous,trailed,points,pnl_atr,pnl_money,swap,commission,nights,net_money,note
15,long,11979,2026-06-04 19:31:00,4482.39,4477.53,0.0,1.62123364820885,15.0,0.01,12020,2026-06-04 20:12:00,4477.53,SL,41,False,False,-4.860000000000582,-2.9977172046545806,-4.860000000000582,-0.0,0.0793,0,-4.939300000000582,
16,long,12031,2026-06-04 20:23:00,4474.88,4477.88,0.0,1.22552434400276,15.0,0.01,12037,2026-06-04 20:29:00,4477.88,SL,6,False,True,3.0,2.447931789099772,3.0,-0.0,0.0793,0,2.9207,
17,long,12051,2026-06-04 20:43:00,4477.16,4479.39,0.0,1.4047326974749699,15.0,0.01,12060,2026-06-04 20:52:00,4479.39,SL,9,False,True,2.230000000000473,1.587490633633669,2.230000000000473,-0.0,0.0793,0,2.150700000000473,
18,long,12166,2026-06-04 22:38:00,4478.6,4481.43,0.0,0.9023448239921664,15.0,0.01,12187,2026-06-04 22:59:00,4481.43,SL,21,False,True,2.8299999999999272,3.1362733234057933,2.8299999999999272,-0.0,0.0793,0,2.7506999999999273,
19,long,12199,2026-06-04 23:11:00,4479.33,4476.21,0.0,1.0388871219754643,23.0,0.01,12218,2026-06-04 23:30:00,4476.21,SL,19,False,False,-3.119999999999891,-3.003213663932179,-3.119999999999891,-0.0,0.0793,0,-3.199299999999891,
20,long,12219,2026-06-04 23:31:00,4476.62,4473.87,0.0,0.9161085623899574,60.0,0.01,12248,2026-06-05 01:00:00,4473.87,SL,29,False,False,-2.75,-3.00182763582709,-2.75,-0.7770999999999999,0.0793,1,-3.6064,
21,short,14821,2026-06-08 20:54:00,4338.03,4342.88,0.0,1.615994388038873,15.0,0.01,14828,2026-06-08 21:01:00,4342.88,SL,7,False,False,-4.850000000000364,-3.0012480463414186,-4.850000000000364,0.0,0.0793,0,-4.929300000000364,
22,short,14919,2026-06-08 22:32:00,4329.35,4327.03,0.0,1.4303981806387687,15.0,0.01,14924,2026-06-08 22:37:00,4327.03,SL,5,False,True,2.3200000000006185,1.621926000328512,2.3200000000006185,0.0,0.0793,0,2.2407000000006185,
23,short,14938,2026-06-08 22:51:00,4328.23,4324.59,0.0,1.4378185261526646,15.0,0.01,14944,2026-06-08 22:57:00,4324.59,SL,6,False,True,3.639999999999418,2.5316129496115076,3.639999999999418,0.0,0.0793,0,3.560699999999418,
24,short,14952,2026-06-08 23:05:00,4329.54,4327.42,0.0,1.6560214866801375,23.0,0.01,14960,2026-06-08 23:13:00,4327.42,SL,8,False,True,2.119999999999891,1.2801766263612324,2.119999999999891,0.0,0.0793,0,2.040699999999891,
25,short,14979,2026-06-08 23:32:00,4327.32,4330.47,0.0,1.04857649531621,54.0,0.01,15005,2026-06-08 23:58:00,4330.47,SL,26,False,False,-3.1500000000005457,-3.0040726776453517,-3.1500000000005457,0.0,0.0793,0,-3.2293000000005456,
26,short,16343,2026-06-09 23:16:00,4259.72,4251.35,0.0,1.5548529285459975,23.0,0.01,16390,2026-06-10 01:03:00,4251.35,SL,47,False,True,8.36999999999989,5.383145792333554,8.36999999999989,0.702,0.0793,3,8.992699999999891,
27,short,17765,2026-06-10 23:58:00,4070.4,4066.52,0.0,1.5050291757274998,31.0,0.01,17769,2026-06-11 01:02:00,4066.52,SL,4,False,True,3.880000000000109,2.5780231124918878,3.880000000000109,0.23399999999999999,0.0793,1,4.034700000000109,
28,long,20499,2026-06-12 23:32:00,4213.06,4216.68,0.0,1.1053516512587458,37.0,0.01,20520,2026-06-12 23:53:00,4216.68,SL,21,False,True,3.619999999999891,3.274975882903444,3.619999999999891,-0.0,0.0793,0,3.540699999999891,
29,long,21822,2026-06-15 22:36:00,4320.76,4316.76,0.0,1.3342542724671753,15.0,0.01,21837,2026-06-15 22:51:00,4316.76,SL,15,False,False,-4.0,-2.9979293171784884,-4.0,-0.0,0.0793,0,-4.0793,
