Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
602,Exit long,2025-10-03 20:18,SL,3884.12,1,3886.68,-376.98,-0.07,0,365.19,0.06,-376.98,-0.07,-8759.51,-0.88,33
602,Entry long,2025-10-03 19:45,M1 scalp up,3886.68,1,3886.68,-376.98,-0.07,0,365.19,0.06,-376.98,-0.07,-8759.51,-0.88,33
603,Exit long,2025-10-03 20:50,TSL,3885.37,2,7768.5,329.85,0.03,0,565.46,0.05,-465.33,-0.04,-8429.66,-0.84,28
603,Entry long,2025-10-03 20:22,M1 scalp up,3884.25,2,7768.5,329.85,0.03,0,565.46,0.05,-465.33,-0.04,-8429.66,-0.84,28
604,Exit long,2025-10-06 18:03,TSL,3958.72,1,3955.29,505.79,0.09,0,653.25,0.11,-610.48,-0.10,-7923.87,-0.79,46
604,Entry long,2025-10-06 17:17,M1 scalp up,3955.29,1,3955.29,505.79,0.09,0,653.25,0.11,-610.48,-0.10,-7923.87,-0.79,46
605,Exit long,2025-10-06 19:59,SL,3959.12,1,3961.64,-371.6,-0.06,0,348.01,0.06,-371.6,-0.06,-8295.47,-0.83,21
605,Entry long,2025-10-06 19:38,M1 scalp up,3961.64,1,3961.64,-371.6,-0.06,0,348.01,0.06,-371.6,-0.06,-8295.47,-0.83,21
606,Exit long,2025-10-06 22:10,TSL,3964.9,1,3959.49,813.37,0.14,0,990.77,0.17,-337.68,-0.06,-7482.1,-0.75,58
606,Entry long,2025-10-06 20:12,M1 scalp up,3959.49,1,3959.49,813.37,0.14,0,990.77,0.17,-337.68,-0.06,-7482.1,-0.75,58
607,Exit long,2025-10-07 17:35,TSL,3983.42,1,3981.3,318.73,0.05,0,469.08,0.08,-205.97,-0.03,-7163.37,-0.72,7
607,Entry long,2025-10-07 17:28,M1 scalp up,3981.3,1,3981.3,318.73,0.05,0,469.08,0.08,-205.97,-0.03,-7163.37,-0.72,7
608,Exit long,2025-10-07 17:53,TSL,3984.67,1,3982.41,339.78,0.06,0,509.67,0.09,0,0.00,-6823.59,-0.68,2
608,Entry long,2025-10-07 17:51,M1 scalp up,3982.41,1,3982.41,339.78,0.06,0,509.67,0.09,0,0.00,-6823.59,-0.68,2
609,Exit long,2025-10-07 19:53,TSL,3981.37,1,3979.29,312.72,0.05,0,463.06,0.08,-33.08,-0.01,-6510.88,-0.65,13
609,Entry long,2025-10-07 19:40,M1 scalp up,3979.29,1,3979.29,312.72,0.05,0,463.06,0.08,-33.08,-0.01,-6510.88,-0.65,13
610,Exit long,2025-10-07 20:29,TSL,3982.32,1,3980.16,324.75,0.05,0,475.09,0.08,0,0.00,-6186.13,-0.62,29
610,Entry long,2025-10-07 20:00,M1 scalp up,3980.16,1,3980.16,324.75,0.05,0,475.09,0.08,0,0.00,-6186.13,-0.62,29
611,Exit long,2025-10-07 22:03,TSL,3985.6,2,7968.82,361.51,0.03,0,513.41,0.04,-492.14,-0.04,-5824.62,-0.58,4
611,Entry long,2025-10-07 20:59,M1 scalp up,3984.41,2,7968.82,361.51,0.03,0,513.41,0.04,-492.14,-0.04,-5824.62,-0.58,4
612,Exit long,2025-10-08 15:54,TSL,4047.57,1,4045.39,331.13,0.05,0,483.03,0.08,-37.97,-0.01,-5493.48,-0.55,5
612,Entry long,2025-10-08 15:49,M1 scalp up,4045.39,1,4045.39,331.13,0.05,0,483.03,0.08,-37.97,-0.01,-5493.48,-0.55,5
613,Exit long,2025-10-08 16:12,TSL,4053.08,1,4045.74,1114.92,0.18,0,1371.62,0.22,-215.69,-0.04,-4378.57,-0.44,12
613,Entry long,2025-10-08 16:00,M1 scalp up,4045.74,1,4045.74,1114.92,0.18,0,1371.62,0.22,-215.69,-0.04,-4378.57,-0.44,12
614,Exit long,2025-10-08 17:28,SL,4050.57,1,4055.28,-715.43,-0.12,0,420.75,0.07,-715.43,-0.12,-5094,-0.51,41
614,Entry long,2025-10-08 16:47,M1 scalp up,4055.28,1,4055.28,-715.43,-0.12,0,420.75,0.07,-715.43,-0.12,-5094,-0.51,41
615,Exit long,2025-10-08 20:50,TSL,4043.61,1,4041.34,344.8,0.06,0,499.74,0.08,-455.69,-0.07,-4749.19,-0.47,24
615,Entry long,2025-10-08 20:26,M1 scalp up,4041.34,1,4041.34,344.8,0.06,0,499.74,0.08,-455.69,-0.07,-4749.19,-0.47,24
616,Exit long,2025-10-08 22:01,SL,4036.87,1,4040.9,-615.31,-0.10,0,262.78,0.04,-615.31,-0.10,-5364.51,-0.54,6
616,Entry long,2025-10-08 20:55,M1 scalp up,4040.9,1,4040.9,-615.31,-0.10,0,262.78,0.04,-615.31,-0.10,-5364.51,-0.54,6
617,Exit short,2025-10-09 20:20,TSL,3975.08,1,3978.76,561.87,0.09,0,740.51,0.12,-33.59,-0.01,-4802.63,-0.48,5
617,Entry short,2025-10-09 20:15,M1 scalp down,3978.76,1,3978.76,561.87,0.09,0,740.51,0.12,-33.59,-0.01,-4802.63,-0.48,5
618,Exit short,2025-10-09 22:00,SL,3978.62,1,3975.46,-483.59,-0.08,0,0,0.00,-483.59,-0.08,-5286.22,-0.53,0
618,Entry short,2025-10-09 22:00,M1 scalp down,3975.46,1,3975.46,-483.59,-0.08,0,0,0.00,-483.59,-0.08,-5286.22,-0.53,0
619,Exit long,2025-10-13 15:57,TSL,4105.74,1,4098.03,1165.2,0.19,0,1414.56,0.23,-63.47,-0.01,-4121.03,-0.41,7
619,Entry long,2025-10-13 15:50,M1 scalp up,4098.03,1,4098.03,1165.2,0.19,0,1414.56,0.23,-63.47,-0.01,-4121.03,-0.41,7
620,Exit long,2025-10-13 16:58,SL,4104.84,1,4109.76,-743.55,-0.12,0,448.85,0.07,-743.55,-0.12,-4864.58,-0.49,24
620,Entry long,2025-10-13 16:34,M1 scalp up,4109.76,1,4109.76,-743.55,-0.12,0,448.85,0.07,-743.55,-0.12,-4864.58,-0.49,24
621,Exit long,2025-10-13 19:55,TSL,4109.42,1,4103.55,887.12,0.14,0,1048.83,0.17,-211.58,-0.03,-3977.46,-0.40,17
621,Entry long,2025-10-13 19:38,M1 scalp up,4103.55,1,4103.55,887.12,0.14,0,1048.83,0.17,-211.58,-0.03,-3977.46,-0.40,17
622,Exit long,2025-10-13 20:17,TSL,4108.3,1,4106.29,303.77,0.05,0,454.9,0.07,-13.6,0.00,-3673.69,-0.37,12
622,Entry long,2025-10-13 20:05,M1 scalp up,4106.29,1,4106.29,303.77,0.05,0,454.9,0.07,-13.6,0.00,-3673.69,-0.37,12
623,Exit long,2025-10-13 20:49,TSL,4111.26,2,8218.04,677.05,0.05,0,933.97,0.08,-519.88,-0.04,-2996.63,-0.30,17
623,Entry long,2025-10-13 20:32,M1 scalp up,4109.02,2,8218.04,677.05,0.05,0,933.97,0.08,-519.88,-0.04,-2996.63,-0.30,17
624,Exit long,2025-10-13 22:03,TSL,4112.55,1,4110.25,350.22,0.06,0,504.01,0.08,-219.27,-0.04,-2646.42,-0.26,4
624,Entry long,2025-10-13 20:59,M1 scalp up,4110.25,1,4110.25,350.22,0.06,0,504.01,0.08,-219.27,-0.04,-2646.42,-0.26,4
625,Exit long,2025-10-14 19:35,SL,4145.07,1,4148.45,-514.67,-0.08,0,117.25,0.02,-514.67,-0.08,-3161.08,-0.32,2
625,Entry long,2025-10-14 19:33,M1 scalp up,4148.45,1,4148.45,-514.67,-0.08,0,117.25,0.02,-514.67,-0.08,-3161.08,-0.32,2
626,Exit long,2025-10-14 22:14,TSL,4155.79,1,4143.65,1843.3,0.29,0,1995.14,0.32,-507.14,-0.08,-1317.78,-0.13,44
626,Entry long,2025-10-14 20:30,M1 scalp up,4143.65,1,4143.65,1843.3,0.29,0,1995.14,0.32,-507.14,-0.08,-1317.78,-0.13,44
627,Exit long,2025-10-15 19:50,TSL,4211.56,1,4207.95,548.13,0.09,0,699.97,0.11,-343.15,-0.05,-769.65,-0.08,12
627,Entry long,2025-10-15 19:38,M1 scalp up,4207.95,1,4207.95,548.13,0.09,0,699.97,0.11,-343.15,-0.05,-769.65,-0.08,12
628,Exit long,2025-10-15 20:03,TSL,4211.82,1,4209.23,393.26,0.06,0,545.09,0.09,-60.73,-0.01,-376.39,-0.04,2
628,Entry long,2025-10-15 20:01,M1 scalp up,4209.23,1,4209.23,393.26,0.06,0,545.09,0.09,-60.73,-0.01,-376.39,-0.04,2
629,Exit long,2025-10-15 22:11,SL,4205.99,1,4210.17,-631.33,-0.10,0,409.3,0.06,-631.33,-0.10,-1007.72,-0.10,64
629,Entry long,2025-10-15 20:07,M1 scalp up,4210.17,1,4210.17,-631.33,-0.10,0,409.3,0.06,-631.33,-0.10,-1007.72,-0.10,64
630,Exit short,2025-10-23 20:50,SL,4120.86,1,4116.27,-697.52,-0.11,0,4.56,0.00,-697.52,-0.11,-1705.24,-0.17,3
630,Entry short,2025-10-23 20:47,M1 scalp down,4116.27,1,4116.27,-697.52,-0.11,0,4.56,0.00,-697.52,-0.11,-1705.24,-0.17,3
631,Exit short,2025-10-24 20:39,SL,4105.88,1,4101.45,-675.81,-0.11,0,85.43,0.01,-675.81,-0.11,-2381.05,-0.24,8
631,Entry short,2025-10-24 20:31,M1 scalp down,4101.45,1,4101.45,-675.81,-0.11,0,85.43,0.01,-675.81,-0.11,-2381.05,-0.24,8
632,Exit short,2025-10-26 22:01,TSL,4078.88,1,4108.9,4589.1,0.73,0,5336.62,0.85,-750.56,-0.12,2208.05,0.22,14
632,Entry short,2025-10-24 20:47,M1 scalp down,4108.9,1,4108.9,4589.1,0.73,0,5336.62,0.85,-750.56,-0.12,2208.05,0.22,14
633,Exit short,2025-10-27 20:38,TSL,3992.81,1,3996.57,574.78,0.09,0,727.65,0.12,-562.55,-0.09,2782.83,0.28,15
633,Entry short,2025-10-27 20:23,M1 scalp down,3996.57,1,3996.57,574.78,0.09,0,727.65,0.12,-562.55,-0.09,2782.83,0.28,15
634,Exit short,2025-10-28 19:53,SL,3961.33,1,3956.89,-678.74,-0.11,0,299.63,0.05,-678.74,-0.11,2104.09,0.21,3
634,Entry short,2025-10-28 19:50,M1 scalp down,3956.89,1,3956.89,-678.74,-0.11,0,299.63,0.05,-678.74,-0.11,2104.09,0.21,3
635,Exit short,2025-10-28 20:26,TSL,3951.91,1,3954.44,386.76,0.06,0,539.63,0.09,-19.87,0.00,2490.85,0.25,3
635,Entry short,2025-10-28 20:23,M1 scalp down,3954.44,1,3954.44,386.76,0.06,0,539.63,0.09,-19.87,0.00,2490.85,0.25,3
636,Exit short,2025-10-28 20:49,TSL,3951.3,1,3953.6,351.6,0.06,0,504.47,0.08,-362.3,-0.06,2842.45,0.28,14
636,Entry short,2025-10-28 20:35,M1 scalp down,3953.6,1,3953.6,351.6,0.06,0,504.47,0.08,-362.3,-0.06,2842.45,0.28,14
637,Exit short,2025-10-29 17:21,TSL,3990.72,1,3994.18,526.25,0.09,0,678.34,0.11,-553.62,-0.09,3368.7,0.34,12
637,Entry short,2025-10-29 17:09,M1 scalp down,3994.18,1,3994.18,526.25,0.09,0,678.34,0.11,-553.62,-0.09,3368.7,0.34,12
638,Exit short,2025-10-29 18:01,TSL,3988.62,1,3994.82,942.98,0.16,0,1095.08,0.18,-165.78,-0.03,4311.68,0.43,12
638,Entry short,2025-10-29 17:49,M1 scalp down,3994.82,1,3994.82,942.98,0.16,0,1095.08,0.18,-165.78,-0.03,4311.68,0.43,12
639,Exit long,2025-10-30 19:52,TSL,4024.67,1,4022.31,360.42,0.06,0,513.15,0.08,0,0.00,4672.1,0.47,2
639,Entry long,2025-10-30 19:50,M1 scalp up,4022.31,1,4022.31,360.42,0.06,0,513.15,0.08,0,0.00,4672.1,0.47,2
640,Exit long,2025-10-30 20:33,SL,4016.28,1,4021.16,-745.28,-0.12,0,177.16,0.03,-745.28,-0.12,3926.82,0.39,13
640,Entry long,2025-10-30 20:20,M1 scalp up,4021.16,1,4021.16,-745.28,-0.12,0,177.16,0.03,-745.28,-0.12,3926.82,0.39,13
641,Exit long,2025-10-30 20:43,TSL,4018.81,1,4016.68,325.3,0.05,0,478.02,0.08,-76.36,-0.01,4252.12,0.43,6
641,Entry long,2025-10-30 20:37,M1 scalp up,4016.68,1,4016.68,325.3,0.05,0,478.02,0.08,-76.36,-0.01,4252.12,0.43,6
642,Exit short,2025-10-31 19:55,TSL,3996.92,1,3999.16,345.21,0.06,0,499.33,0.08,-297.44,-0.05,4597.33,0.46,10
642,Entry short,2025-10-31 19:45,M1 scalp down,3999.16,1,3999.16,345.21,0.06,0,499.33,0.08,-297.44,-0.05,4597.33,0.46,10
643,Exit short,2025-10-31 20:30,SL,4003.68,1,3999.1,-705.84,-0.11,0,255.83,0.04,-705.84,-0.11,3891.49,0.39,13
643,Entry short,2025-10-31 20:17,M1 scalp down,3999.1,1,3999.1,-705.84,-0.11,0,255.83,0.04,-705.84,-0.11,3891.49,0.39,13
644,Exit long,2025-11-02 23:00,SL,3989.15,1,4003.26,-2173,-0.35,0,174.15,0.03,-2173,-0.35,1718.5,0.17,14
644,Entry long,2025-10-31 20:46,M1 scalp up,4003.26,1,4003.26,-2173,-0.35,0,174.15,0.03,-2173,-0.35,1718.5,0.17,14
645,Exit long,2025-11-03 18:19,SL,4001.24,1,4005.67,-682.24,-0.11,0,298.77,0.05,-682.24,-0.11,1036.26,0.10,39
645,Entry long,2025-11-03 17:40,M1 scalp up,4005.67,1,4005.67,-682.24,-0.11,0,298.77,0.05,-682.24,-0.11,1036.26,0.10,39
646,Exit short,2025-11-03 19:53,SL,4006.13,1,4002.37,-579.06,-0.09,0,12.32,0.00,-579.06,-0.09,457.2,0.05,4
646,Entry short,2025-11-03 19:49,M1 scalp down,4002.37,1,4002.37,-579.06,-0.09,0,12.32,0.00,-579.06,-0.09,457.2,0.05,4
647,Exit long,2025-11-03 21:08,SL,4005.56,1,4009.58,-619.1,-0.10,0,381.93,0.06,-619.1,-0.10,-161.89,-0.02,40
647,Entry long,2025-11-03 20:28,M1 scalp up,4009.58,1,4009.58,-619.1,-0.10,0,381.93,0.06,-619.1,-0.10,-161.89,-0.02,40
648,Exit short,2025-11-04 21:04,TSL,3934.9,1,3940,786.5,0.13,0,940.72,0.15,0,0.00,624.61,0.06,6
648,Entry short,2025-11-04 20:58,M1 scalp down,3940,1,3940,786.5,0.13,0,940.72,0.15,0,0.00,624.61,0.06,6
649,Exit long,2025-11-05 20:07,TSL,3989.08,1,3986.71,364.18,0.06,0,545.51,0.09,-16.9,0.00,988.79,0.10,4
649,Entry long,2025-11-05 20:03,M1 scalp up,3986.71,1,3986.71,364.18,0.06,0,545.51,0.09,-16.9,0.00,988.79,0.10,4
650,Exit long,2025-11-05 20:44,SL,3984.25,1,3987.2,-453.31,-0.07,0,169.03,0.03,-453.31,-0.07,535.48,0.05,26
650,Entry long,2025-11-05 20:18,M1 scalp up,3987.2,1,3987.2,-453.31,-0.07,0,169.03,0.03,-453.31,-0.07,535.48,0.05,26
651,Exit long,2025-11-06 13:37,TSL,4014.95,1,4012.18,426.87,0.07,0,619.51,0.10,-221.91,-0.04,962.36,0.10,6
651,Entry long,2025-11-06 13:31,M1 scalp up,4012.18,1,4012.18,426.87,0.07,0,619.51,0.10,-221.91,-0.04,962.36,0.10,6
652,Exit long,2025-11-06 19:46,SL,3987.64,1,3990.97,-513.17,-0.08,0,72.43,0.01,-513.17,-0.08,449.19,0.04,11
652,Entry long,2025-11-06 19:35,M1 scalp up,3990.97,1,3990.97,-513.17,-0.08,0,72.43,0.01,-513.17,-0.08,449.19,0.04,11
653,Exit short,2025-11-06 20:46,TSL,3982.76,1,3984.79,312.84,0.05,0,466.94,0.08,-308.21,-0.05,762.02,0.08,20
653,Entry short,2025-11-06 20:26,M1 scalp down,3984.79,1,3984.79,312.84,0.05,0,466.94,0.08,-308.21,-0.05,762.02,0.08,20
654,Exit long,2025-11-07 19:37,SL,4002.64,1,4005.97,-509.68,-0.08,0,29.08,0.00,-509.68,-0.08,252.34,0.03,2
654,Entry long,2025-11-07 19:35,M1 scalp up,4005.97,1,4005.97,-509.68,-0.08,0,29.08,0.00,-509.68,-0.08,252.34,0.03,2
655,Exit long,2025-11-07 19:51,TSL,4005.34,1,4003.17,332.13,0.05,0,509.68,0.08,-211.22,-0.03,584.47,0.06,8
655,Entry long,2025-11-07 19:43,M1 scalp up,4003.17,1,4003.17,332.13,0.05,0,509.68,0.08,-211.22,-0.03,584.47,0.06,8
656,Exit long,2025-11-07 20:18,SL,3999.95,1,4004.4,-681.1,-0.11,0,396.42,0.06,-681.1,-0.11,-96.63,-0.01,16
656,Entry long,2025-11-07 20:02,M1 scalp up,4004.4,1,4004.4,-681.1,-0.11,0,396.42,0.06,-681.1,-0.11,-96.63,-0.01,16
657,Exit long,2025-11-07 20:59,TSL,4004.82,1,3999.56,805.08,0.13,0,958.14,0.16,-67.35,-0.01,708.45,0.07,9
657,Entry long,2025-11-07 20:50,M1 scalp up,3999.56,1,3999.56,805.08,0.13,0,958.14,0.16,-67.35,-0.01,708.45,0.07,9
658,Exit long,2025-11-10 17:01,TSL,4095.23,1,4092.07,484.78,0.08,0,638.19,0.10,-507.79,-0.08,1193.23,0.12,20
658,Entry long,2025-11-10 16:41,M1 scalp up,4092.07,1,4092.07,484.78,0.08,0,638.19,0.10,-507.79,-0.08,1193.23,0.12,20
659,Exit long,2025-11-10 17:26,TSL,4097.08,1,4094.49,397.34,0.06,0,593.7,0.09,-174.89,-0.03,1590.57,0.16,12
659,Entry long,2025-11-10 17:14,M1 scalp up,4094.49,1,4094.49,397.34,0.06,0,593.7,0.09,-174.89,-0.03,1590.57,0.16,12
660,Exit long,2025-11-10 17:51,TSL,4098.19,1,4096.03,331.37,0.05,0,484.78,0.08,-319.1,-0.05,1921.94,0.19,17
660,Entry long,2025-11-10 17:34,M1 scalp up,4096.03,1,4096.03,331.37,0.05,0,484.78,0.08,-319.1,-0.05,1921.94,0.19,17
661,Exit long,2025-11-10 20:16,SL,4108.54,1,4112.25,-569.16,-0.09,0,334.44,0.05,-569.16,-0.09,1352.78,0.14,38
661,Entry long,2025-11-10 19:38,M1 scalp up,4112.25,1,4112.25,-569.16,-0.09,0,334.44,0.05,-569.16,-0.09,1352.78,0.14,38
662,Exit long,2025-11-10 21:26,TSL,4113.52,1,4110.31,492.45,0.08,0,645.86,0.10,-358.98,-0.06,1845.23,0.18,36
662,Entry long,2025-11-10 20:50,M1 scalp up,4110.31,1,4110.31,492.45,0.08,0,645.86,0.10,-358.98,-0.06,1845.23,0.18,36
663,Exit long,2025-11-11 13:35,TSL,4144.13,1,4139.5,713.63,0.11,0,890.88,0.14,-64.74,-0.01,2558.86,0.26,4
663,Entry long,2025-11-11 13:31,M1 scalp up,4139.5,1,4139.5,713.63,0.11,0,890.88,0.14,-64.74,-0.01,2558.86,0.26,4
664,Exit long,2025-11-11 13:51,TSL,4144.54,1,4141.8,422.32,0.07,0,596.49,0.09,-104.81,-0.02,2981.18,0.30,6
664,Entry long,2025-11-11 13:45,M1 scalp up,4141.8,1,4141.8,422.32,0.07,0,596.49,0.09,-104.81,-0.02,2981.18,0.30,6
665,Exit long,2025-11-11 14:20,SL,4133.71,1,4138.26,-701.3,-0.11,0,305.18,0.05,-701.3,-0.11,2279.88,0.23,9
665,Entry long,2025-11-11 14:11,M1 scalp up,4138.26,1,4138.26,-701.3,-0.11,0,305.18,0.05,-701.3,-0.11,2279.88,0.23,9
666,Exit long,2025-11-11 17:08,TSL,4114.78,1,4111.91,442.36,0.07,0,596.49,0.09,-21.58,0.00,2722.24,0.27,11
666,Entry long,2025-11-11 16:57,M1 scalp up,4111.91,1,4111.91,442.36,0.07,0,596.49,0.09,-21.58,0.00,2722.24,0.27,11
667,Exit long,2025-11-11 17:21,TSL,4116.55,1,4113.78,426.94,0.07,0,582.62,0.09,-312.89,-0.05,3149.18,0.31,4
667,Entry long,2025-11-11 17:17,M1 scalp up,4113.78,1,4113.78,426.94,0.07,0,582.62,0.09,-312.89,-0.05,3149.18,0.31,4
668,Exit long,2025-11-11 17:54,TSL,4115.35,1,4113.24,325.22,0.05,0,479.35,0.08,-409.99,-0.06,3474.4,0.35,27
668,Entry long,2025-11-11 17:27,M1 scalp up,4113.24,1,4113.24,325.22,0.05,0,479.35,0.08,-409.99,-0.06,3474.4,0.35,27
669,Exit long,2025-11-11 20:03,TSL,4124.1,1,4122.01,322.13,0.05,0,476.26,0.07,-94.02,-0.01,3796.53,0.38,4
669,Entry long,2025-11-11 19:59,M1 scalp up,4122.01,1,4122.01,322.13,0.05,0,476.26,0.07,-94.02,-0.01,3796.53,0.38,4
670,Exit long,2025-11-11 20:40,TSL,4128.76,1,4125.52,499.38,0.08,0,722.87,0.11,-197.29,-0.03,4295.92,0.43,17
670,Entry long,2025-11-11 20:23,M1 scalp up,4125.52,1,4125.52,499.38,0.08,0,722.87,0.11,-197.29,-0.03,4295.92,0.43,17
671,Exit long,2025-11-11 20:55,TSL,4130.8,1,4128.58,342.17,0.05,0,497.84,0.08,-4.62,0.00,4638.09,0.46,4
671,Entry long,2025-11-11 20:51,M1 scalp up,4128.58,1,4128.58,342.17,0.05,0,497.84,0.08,-4.62,0.00,4638.09,0.46,4
672,Exit long,2025-11-12 20:33,TSL,4195.97,1,4193.97,308.28,0.05,0,551.81,0.09,-47.78,-0.01,4946.36,0.49,2
672,Entry long,2025-11-12 20:31,M1 scalp up,4193.97,1,4193.97,308.28,0.05,0,551.81,0.09,-47.78,-0.01,4946.36,0.49,2
673,Exit long,2025-11-12 20:46,TSL,4195.52,1,4193.16,363.77,0.06,0,517.9,0.08,-189.59,-0.03,5310.13,0.53,9
673,Entry long,2025-11-12 20:37,M1 scalp up,4193.16,1,4193.16,363.77,0.06,0,517.9,0.08,-189.59,-0.03,5310.13,0.53,9
674,Exit long,2025-11-18 20:43,SL,4069.3,1,4074.21,-761.9,-0.12,0,263.8,0.04,-761.9,-0.12,4548.22,0.45,23
674,Entry long,2025-11-18 20:20,M1 scalp up,4074.21,1,4074.21,-761.9,-0.12,0,263.8,0.04,-761.9,-0.12,4548.22,0.45,23
675,Exit long,2025-11-18 21:04,TSL,4071.34,1,4068.65,417.42,0.07,0,572.59,0.09,-201.73,-0.03,4965.64,0.50,19
675,Entry long,2025-11-18 20:45,M1 scalp up,4068.65,1,4068.65,417.42,0.07,0,572.59,0.09,-201.73,-0.03,4965.64,0.50,19
676,Exit long,2025-11-21 20:06,SL,4082.53,1,4087.25,-743.1,-0.12,0,340.06,0.05,-743.1,-0.12,4222.54,0.42,25
676,Entry long,2025-11-21 19:41,M1 scalp up,4087.25,1,4087.25,-743.1,-0.12,0,340.06,0.05,-743.1,-0.12,4222.54,0.42,25
677,Exit long,2025-11-21 20:23,SL,4077.4,1,4082.34,-777.73,-0.12,0,103.91,0.02,-777.73,-0.12,3444.81,0.34,10
677,Entry long,2025-11-21 20:13,M1 scalp up,4082.34,1,4082.34,-777.73,-0.12,0,103.91,0.02,-777.73,-0.12,3444.81,0.34,10
678,Exit long,2025-11-24 16:14,TSL,4094.5,1,4091.75,429.9,0.07,0,586.23,0.09,-368.93,-0.06,3874.71,0.39,20
678,Entry long,2025-11-24 15:54,M1 scalp up,4091.75,1,4091.75,429.9,0.07,0,586.23,0.09,-368.93,-0.06,3874.71,0.39,20
679,Exit long,2025-11-24 16:34,TSL,4096.34,1,4092.29,633.13,0.10,0,842.61,0.13,-35.96,-0.01,4507.84,0.45,10
679,Entry long,2025-11-24 16:24,M1 scalp up,4092.29,1,4092.29,633.13,0.10,0,842.61,0.13,-35.96,-0.01,4507.84,0.45,10
680,Exit long,2025-11-24 16:58,TSL,4097.38,1,4095.24,334.54,0.05,0,490.87,0.08,-54.71,-0.01,4842.38,0.48,3
680,Entry long,2025-11-24 16:55,M1 scalp up,4095.24,1,4095.24,334.54,0.05,0,490.87,0.08,-54.71,-0.01,4842.38,0.48,3
681,Exit long,2025-11-24 17:18,SL,4090.83,1,4095.42,-717.55,-0.11,0,265.76,0.04,-717.55,-0.11,4124.84,0.41,12
681,Entry long,2025-11-24 17:06,M1 scalp up,4095.42,1,4095.42,-717.55,-0.11,0,265.76,0.04,-717.55,-0.11,4124.84,0.41,12
682,Exit long,2025-11-24 17:24,TSL,4093.28,1,4090.81,386.13,0.06,0,594.05,0.09,-59.4,-0.01,4510.97,0.45,2
682,Entry long,2025-11-24 17:22,M1 scalp up,4090.81,1,4090.81,386.13,0.06,0,594.05,0.09,-59.4,-0.01,4510.97,0.45,2
683,Exit long,2025-11-24 20:03,TSL,4122.16,1,4118.4,587.79,0.09,0,809.78,0.13,-68.78,-0.01,5098.76,0.51,3
683,Entry long,2025-11-24 20:00,M1 scalp up,4118.4,1,4118.4,587.79,0.09,0,809.78,0.13,-68.78,-0.01,5098.76,0.51,3
684,Exit long,2025-11-24 20:32,TSL,4128.89,1,4122.42,1011.44,0.16,0,1167.77,0.18,-31.27,0.00,6110.2,0.61,5
684,Entry long,2025-11-24 20:27,M1 scalp up,4122.42,1,4122.42,1011.44,0.16,0,1167.77,0.18,-31.27,0.00,6110.2,0.61,5
685,Exit long,2025-11-24 21:00,TSL,4132.35,1,4129.32,473.67,0.07,0,630,0.10,-62.53,-0.01,6583.88,0.66,6
685,Entry long,2025-11-24 20:54,M1 scalp up,4129.32,1,4129.32,473.67,0.07,0,630,0.10,-62.53,-0.01,6583.88,0.66,6
686,Exit long,2025-11-25 20:54,SL,4130.61,1,4134.9,-673.15,-0.10,0,216.54,0.03,-673.15,-0.10,5910.73,0.59,31
686,Entry long,2025-11-25 20:23,M1 scalp up,4134.9,1,4134.9,-673.15,-0.10,0,216.54,0.03,-673.15,-0.10,5910.73,0.59,31
687,Exit long,2025-11-25 23:03,TSL,4134.05,1,4131.43,408.8,0.06,0,564.83,0.09,-610.38,-0.09,6319.53,0.63,65
687,Entry long,2025-11-25 20:58,M1 scalp up,4131.43,1,4131.43,408.8,0.06,0,564.83,0.09,-610.38,-0.09,6319.53,0.63,65
688,Exit long,2025-11-26 16:43,TSL,4167.08,1,4162.28,748.95,0.12,0,990.8,0.15,-177.88,-0.03,7068.48,0.71,20
688,Entry long,2025-11-26 16:23,M1 scalp up,4162.28,1,4162.28,748.95,0.12,0,990.8,0.15,-177.88,-0.03,7068.48,0.71,20
689,Exit long,2025-11-26 17:22,TSL,4168.14,1,4165.68,383.84,0.06,0,539.87,0.08,-176.32,-0.03,7452.32,0.75,28
689,Entry long,2025-11-26 16:54,M1 scalp up,4165.68,1,4165.68,383.84,0.06,0,539.87,0.08,-176.32,-0.03,7452.32,0.75,28
690,Exit long,2025-11-26 17:47,TSL,4168.61,1,4166.19,377.6,0.06,0,533.63,0.08,-98.3,-0.02,7829.91,0.78,10
690,Entry long,2025-11-26 17:37,M1 scalp up,4166.19,1,4166.19,377.6,0.06,0,533.63,0.08,-98.3,-0.02,7829.91,0.78,10
691,Exit long,2025-11-26 18:08,TSL,4168.98,1,4166.96,315.18,0.05,0,503.98,0.08,-195.04,-0.03,8145.09,0.81,16
691,Entry long,2025-11-26 17:52,M1 scalp up,4166.96,1,4166.96,315.18,0.05,0,503.98,0.08,-195.04,-0.03,8145.09,0.81,16
692,Exit long,2025-11-26 19:43,SL,4163.31,1,4166.92,-563.27,-0.09,0,96.74,0.01,-563.27,-0.09,7581.82,0.76,11
692,Entry long,2025-11-26 19:32,M1 scalp up,4166.92,1,4166.92,-563.27,-0.09,0,96.74,0.01,-563.27,-0.09,7581.82,0.76,11
693,Exit long,2025-11-26 20:25,TSL,4166.49,1,4163.86,410.36,0.06,0,566.39,0.09,-385.4,-0.06,7992.18,0.80,35
