year,start_equity,end_equity,pnl,return_pct,max_dd_pct,trades,campaigns
2021,10000.0,10000.0,0.0,0.0,0.0,0,0
2022,10000.0,10000.0,0.0,0.0,0.0,0,0
2023,10000.0,10000.0,0.0,0.0,0.0,0,0
2024,10000.0,10000.0,0.0,0.0,0.0,0,0
2025,10000.0,10000.0,0.0,0.0,0.0,0,0
2026,10000.0,10000.0,0.0,0.0,0.0,0,0
