sleeve,direction,entry_time,exit_time,entry_price,exit_price,lots,atr_at_entry,stop_price,stop_dist,reason,reason_code,points,gross,r_multiple,entry_bar,exit_bar,ambiguous,event_window
slow,long,2022-04-18 04:00:00,2022-04-19 04:00:00,1987.42,1975.62,0.002,13.655962814270481,1953.2800929643238,34.1399070356762,EXIT_PROTECTIVE_STOP,4,-11.800000000000182,-2.3600000000000363,-0.34563655922288194,447,452,False,
fast,short,2022-05-11 04:00:00,2022-05-23 04:00:00,1832.4,1852.36,0.002,15.733367672920627,1871.7334191823018,39.33341918230157,EXIT_CHANNEL,3,-19.95999999999981,-3.9919999999999614,-0.5074565195435894,549,596,False,
medium,short,2022-05-11 04:00:00,2022-05-23 04:00:00,1832.4,1852.36,0.002,15.733367672920627,1871.7334191823018,39.33341918230157,EXIT_CHANNEL,3,-19.95999999999981,-3.9919999999999614,-0.5074565195435894,549,596,False,
fast,long,2022-05-23 04:00:00,2022-05-31 04:00:00,1852.36,1846.31,0.002,13.564589822798167,1818.4485254430044,33.911474556995415,EXIT_CHANNEL,3,-6.0499999999999545,-1.2099999999999909,-0.17840568949107913,597,632,False,
fast,short,2022-06-01 04:00:00,2022-06-02 04:00:00,1834.52,1847.08,0.003,11.040060036533532,1862.120150091334,27.60015009133383,EXIT_PROTECTIVE_STOP,4,-12.559999999999945,-3.767999999999984,-0.4550699890557356,639,644,False,
slow,short,2022-05-11 04:00:00,2022-06-03 04:00:00,1832.4,1873.36,0.002,15.733367672920627,1871.7334191823018,39.33341918230157,EXIT_PROTECTIVE_STOP,4,-40.95999999999981,-8.191999999999961,-1.041353659343964,549,650,False,
fast,long,2022-06-03 04:00:00,2022-06-06 04:00:00,1873.36,1850.85,0.003,11.447125326068454,1844.7421866848288,28.617813315171134,EXIT_PROTECTIVE_STOP,4,-22.50999999999999,-6.752999999999998,-0.78657302541235,651,656,False,
medium,long,2022-06-03 04:00:00,2022-06-06 04:00:00,1873.36,1850.85,0.003,11.447125326068454,1844.7421866848288,28.617813315171134,EXIT_PROTECTIVE_STOP,4,-22.50999999999999,-6.752999999999998,-0.78657302541235,651,656,False,
fast,long,2022-08-02 04:00:00,2022-08-03 04:00:00,1780.23,1756.66,0.003,12.068293706766244,1750.0592657330844,30.17073426691561,EXIT_CHANNEL,3,-23.569999999999936,-7.070999999999981,-0.7812206289538716,903,908,False,
medium,long,2022-08-02 04:00:00,2022-08-19 04:00:00,1780.23,1755.37,0.003,12.068293706766244,1750.0592657330844,30.17073426691561,EXIT_PROTECTIVE_STOP,4,-24.860000000000127,-7.458000000000038,-0.8239772946878828,903,980,False,
fast,short,2022-08-22 04:00:00,2022-09-06 04:00:00,1745.28,1723.89,0.003,10.16344579038321,1770.688614475958,25.408614475958025,EXIT_CHANNEL,3,21.389999999999873,6.416999999999962,0.8418404718698606,987,1052,False,
medium,short,2022-08-22 04:00:00,2022-09-06 04:00:00,1745.28,1723.89,0.003,10.16344579038321,1770.688614475958,25.408614475958025,EXIT_CHANNEL,3,21.389999999999873,6.416999999999962,0.8418404718698606,987,1052,False,
fast,long,2022-09-06 04:00:00,2022-09-07 04:00:00,1723.89,1696.15,0.003,9.955305637394211,1699.0017359065146,24.888264093485528,EXIT_PROTECTIVE_STOP,4,-27.74000000000001,-8.322000000000003,-1.1145815512003072,1053,1058,False,
slow,short,2022-09-01 04:00:00,2022-09-12 04:00:00,1705.95,1716.84,0.003,10.860077265390832,1733.1001931634771,27.150193163477077,EXIT_PROTECTIVE_STOP,4,-10.889999999999873,-3.2669999999999617,-0.4011021186637189,1035,1076,False,
fast,short,2022-09-26 04:00:00,2022-09-30 04:00:00,1627.87,1664.63,0.002,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-36.76000000000022,-7.352000000000043,-0.9627225051323522,1137,1160,False,
medium,short,2022-09-26 04:00:00,2022-09-30 04:00:00,1627.87,1664.63,0.002,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-36.76000000000022,-7.352000000000043,-0.9627225051323522,1137,1160,False,
slow,short,2022-09-26 04:00:00,2022-09-30 04:00:00,1627.87,1664.63,0.002,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-36.76000000000022,-7.352000000000043,-0.9627225051323522,1137,1160,False,
fast,short,2022-10-21 08:00:00,2022-10-21 20:00:00,1621.75,1651.41,0.003,12.097910300212627,1651.9947757505315,30.244775750531566,EXIT_PROTECTIVE_STOP,4,-29.660000000000082,-8.898000000000025,-0.9806652310681719,1252,1254,False,
medium,short,2022-10-21 08:00:00,2022-10-21 20:00:00,1621.75,1651.41,0.003,12.097910300212627,1651.9947757505315,30.244775750531566,EXIT_PROTECTIVE_STOP,4,-29.660000000000082,-8.898000000000025,-0.9806652310681719,1252,1254,False,
fast,long,2022-10-26 12:00:00,2022-10-28 12:00:00,1672.89,1650.5,0.003,10.909046084330692,1645.6173847891735,27.27261521082673,EXIT_CHANNEL,3,-22.3900000000001,-6.71700000000003,-0.8209700399803126,1271,1282,False,
fast,short,2022-11-03 12:00:00,2022-11-04 08:00:00,1623.99,1647.08,0.004,9.507403450667674,1647.7585086266693,23.768508626669185,EXIT_PROTECTIVE_STOP,4,-23.089999999999918,-9.235999999999969,-0.9714534623384845,1307,1311,False,
fast,long,2022-11-04 20:00:00,2022-11-17 08:00:00,1674.36,1762.93,0.003,10.23577899152951,1648.7705525211761,25.58944747882378,EXIT_CHANNEL,3,88.57000000000016,26.57100000000005,3.461192355688615,1315,1365,False,
medium,long,2022-11-08 20:00:00,2022-11-18 20:00:00,1714.84,1751.16,0.003,10.596971528124948,1688.3475711796875,26.49242882031237,EXIT_CHANNEL,3,36.320000000000164,10.896000000000049,1.3709577270677713,1327,1374,False,
slow,long,2022-11-08 20:00:00,2022-11-21 20:00:00,1714.84,1736.5,0.003,10.596971528124948,1688.3475711796875,26.49242882031237,EXIT_CHANNEL,3,21.660000000000082,6.498000000000024,0.8175920806246669,1327,1380,False,
fast,short,2022-11-18 20:00:00,2022-11-24 04:00:00,1751.16,1755.41,0.004,8.991058679412298,1773.6376466985307,22.477646698530744,EXIT_CHANNEL,3,-4.25,-1.7000000000000002,-0.18907673285379123,1375,1394,False,
fast,long,2022-12-01 00:00:00,2022-12-05 20:00:00,1768.72,1769.71,0.004,9.008107421568264,1746.1997314460793,22.52026855392066,EXIT_CHANNEL,3,0.9900000000000091,0.3960000000000036,0.043960399389982203,1424,1440,False,
fast,long,2022-12-09 16:00:00,2022-12-12 20:00:00,1797.84,1782.9,0.004,8.62081490429397,1776.287962739265,21.552037260734927,EXIT_CHANNEL,3,-14.939999999999827,-5.975999999999931,-0.6932059284816943,1464,1470,False,
fast,long,2022-12-13 16:00:00,2022-12-15 12:00:00,1810.87,1777.54,0.004,9.106002400613907,1788.104993998465,22.765006001534765,EXIT_PROTECTIVE_STOP,4,-33.32999999999993,-13.331999999999972,-1.4640892252676276,1476,1486,False,
fast,long,2022-12-20 20:00:00,2022-12-22 16:00:00,1817.9,1807.68,0.004,9.585484442285905,1793.9362888942853,23.96371110571476,EXIT_CHANNEL,3,-10.220000000000027,-4.088000000000011,-0.4264781842392853,1507,1517,False,
fast,long,2023-01-03 08:00:00,2023-01-05 16:00:00,1840.26,1834.6,0.004,8.262972913128461,1819.6025677171788,20.657432282821155,EXIT_CHANNEL,3,-5.660000000000082,-2.2640000000000327,-0.27399339484738244,1552,1565,False,
fast,long,2023-01-09 04:00:00,2023-01-18 08:00:00,1874.28,1897.86,0.003,10.338209879086536,1848.4344753022835,25.84552469771634,EXIT_CHANNEL,3,23.579999999999927,7.0739999999999785,0.9123436368882621,1575,1617,False,
fast,long,2023-01-20 00:00:00,2023-01-31 12:00:00,1931.91,1903.76,0.003,10.163016910363922,1906.5024577240902,25.407542275909805,EXIT_PROTECTIVE_STOP,4,-28.15000000000009,-8.445000000000027,-1.1079387252143058,1628,1672,False,
medium,long,2022-12-01 00:00:00,2023-01-31 12:00:00,1768.72,1903.76,0.004,9.008107421568264,1746.1997314460793,22.52026855392066,EXIT_CHANNEL,3,135.03999999999996,54.015999999999984,5.996376094568829,1424,1672,False,
slow,long,2022-12-01 16:00:00,2023-01-31 12:00:00,1789.3,1903.76,0.004,9.54250748303872,1765.443731292403,23.8562687075968,EXIT_CHANNEL,3,114.46000000000004,45.78400000000001,4.797900350759854,1428,1672,False,
fast,short,2023-01-31 12:00:00,2023-01-31 20:00:00,1903.76,1929.49,0.004,9.560381729237708,1927.6609543230943,23.90095432309427,EXIT_PROTECTIVE_STOP,4,-25.730000000000018,-10.292000000000009,-1.076526052147568,1673,1674,False,
fast,long,2023-02-02 00:00:00,2023-02-02 20:00:00,1950.78,1912.01,0.003,10.46179584590314,1924.625510385242,26.15448961475785,EXIT_PROTECTIVE_STOP,4,-38.76999999999998,-11.630999999999995,-1.482345882908139,1682,1686,False,
medium,long,2023-02-02 00:00:00,2023-02-02 20:00:00,1950.78,1912.01,0.003,10.46179584590314,1924.625510385242,26.15448961475785,EXIT_PROTECTIVE_STOP,4,-38.76999999999998,-11.630999999999995,-1.482345882908139,1682,1686,False,
slow,long,2023-02-02 00:00:00,2023-02-02 20:00:00,1950.78,1912.01,0.003,10.46179584590314,1924.625510385242,26.15448961475785,EXIT_PROTECTIVE_STOP,4,-38.76999999999998,-11.630999999999995,-1.482345882908139,1682,1686,False,
fast,short,2023-02-03 16:00:00,2023-02-08 12:00:00,1886.7,1885.89,0.003,11.657161069982516,1915.8429026749563,29.14290267495629,EXIT_CHANNEL,3,0.8099999999999454,0.24299999999998365,0.027794074222263803,1692,1708,False,
medium,short,2023-02-03 16:00:00,2023-02-09 16:00:00,1886.7,1889.48,0.003,11.657161069982516,1915.8429026749563,29.14290267495629,EXIT_CHANNEL,3,-2.7799999999999727,-0.8339999999999919,-0.09539200782456521,1692,1715,False,
fast,long,2023-02-09 16:00:00,2023-02-09 20:00:00,1889.48,1868.38,0.003,10.131516339836402,1864.151209150409,25.328790849591005,EXIT_PROTECTIVE_STOP,4,-21.09999999999991,-6.329999999999973,-0.833044108788976,1716,1716,False,
fast,short,2023-02-10 00:00:00,2023-02-28 20:00:00,1861.68,1829.19,0.003,10.969268496702348,1889.103171241756,27.42317124175587,EXIT_CHANNEL,3,32.49000000000001,9.747000000000003,1.1847645085820393,1718,1794,False,
medium,short,2023-02-13 20:00:00,2023-03-03 12:00:00,1851.49,1845.72,0.003,10.11823766848984,1876.7855941712246,25.2955941712246,EXIT_CHANNEL,3,5.769999999999982,1.7309999999999948,0.2281029637391849,1729,1810,False,
slow,short,2023-02-13 20:00:00,2023-03-03 12:00:00,1851.49,1845.72,0.003,10.11823766848984,1876.7855941712246,25.2955941712246,EXIT_CHANNEL,3,5.769999999999982,1.7309999999999948,0.2281029637391849,1729,1810,False,
fast,long,2023-03-03 12:00:00,2023-03-07 16:00:00,1845.72,1835.38,0.005,7.044449760066041,1828.1088755998348,17.611124400165103,EXIT_CHANNEL,3,-10.339999999999918,-5.169999999999959,-0.587128894501647,1811,1823,False,
fast,short,2023-03-07 20:00:00,2023-03-09 16:00:00,1816.95,1825.08,0.005,7.552776214357122,1835.831940535893,18.881940535892806,EXIT_CHANNEL,3,-8.129999999999882,-4.064999999999941,-0.43057015165075385,1825,1835,False,
fast,long,2023-03-10 20:00:00,2023-03-21 16:00:00,1864.11,1952.9,0.004,8.17804091905486,1843.6648977023629,20.44510229763715,EXIT_CHANNEL,3,88.79000000000019,35.516000000000076,4.342849387956435,1843,1883,False,
fast,long,2023-03-30 20:00:00,2023-04-03 08:00:00,1983.08,1952.43,0.003,10.862020791094917,1955.9249480222627,27.155051977737294,EXIT_PROTECTIVE_STOP,4,-30.649999999999864,-9.19499999999996,-1.1287034186172007,1927,1935,False,
medium,long,2023-03-10 20:00:00,2023-04-03 08:00:00,1864.11,1952.43,0.004,8.17804091905486,1843.6648977023629,20.44510229763715,EXIT_CHANNEL,3,88.32000000000016,35.32800000000007,4.319860997232934,1843,1935,False,
fast,short,2023-04-03 08:00:00,2023-04-03 16:00:00,1952.43,1978.94,0.003,10.641290718144546,1979.0332267953613,26.603226795361365,EXIT_PROTECTIVE_STOP,4,-26.50999999999999,-7.952999999999998,-0.9964956583621041,1936,1937,False,
fast,long,2023-04-04 20:00:00,2023-04-10 04:00:00,2020.67,1998.06,0.003,11.814501608833142,1991.1337459779172,29.536254022082854,EXIT_PROTECTIVE_STOP,4,-22.610000000000127,-6.7830000000000386,-0.765499916918906,1945,1958,False,
medium,long,2023-04-04 20:00:00,2023-04-10 04:00:00,2020.67,1998.06,0.003,11.814501608833142,1991.1337459779172,29.536254022082854,EXIT_PROTECTIVE_STOP,4,-22.610000000000127,-6.7830000000000386,-0.765499916918906,1945,1958,False,
fast,long,2023-04-12 16:00:00,2023-04-14 20:00:00,2022.21,1999.46,0.003,10.672180001337143,1995.5295499966571,26.680450003342855,EXIT_PROTECTIVE_STOP,4,-22.75,-6.825,-0.8526842687117197,1974,1986,False,
medium,long,2023-04-13 16:00:00,2023-04-14 20:00:00,2044.98,1999.46,0.003,11.333381403492004,2016.64654649127,28.33345350873001,EXIT_PROTECTIVE_STOP,4,-45.51999999999998,-13.655999999999995,-1.6065814210037794,1980,1986,False,
slow,long,2023-03-13 04:00:00,2023-04-19 12:00:00,1872.9,1979.93,0.004,9.136431929447008,1850.0589201763826,22.84107982361752,EXIT_CHANNEL,3,107.02999999999997,42.81199999999999,4.685855521126969,1845,2002,False,
medium,short,2023-04-19 12:00:00,2023-04-20 16:00:00,1979.93,2006.72,0.003,11.59145651590294,2008.9086412897575,28.978641289757352,EXIT_PROTECTIVE_STOP,4,-26.789999999999964,-8.036999999999988,-0.9244739852406063,2003,2009,False,
fast,short,2023-04-17 20:00:00,2023-05-01 16:00:00,1991.45,2003.98,0.003,12.698240276560051,2023.1956006914002,31.745600691400128,EXIT_CHANNEL,3,-12.529999999999973,-3.7589999999999923,-0.3947003593286658,1993,2051,False,
fast,long,2023-05-02 20:00:00,2023-05-05 16:00:00,2014.99,2010.22,0.003,11.381347436185473,1986.5366314095363,28.453368590463683,EXIT_CHANNEL,3,-4.769999999999982,-1.4309999999999945,-0.1676427163565679,2059,2075,False,
slow,long,2023-05-04 04:00:00,2023-05-05 16:00:00,2054.28,2010.22,0.003,12.679178532818753,2022.5820536679532,31.697946332046882,EXIT_PROTECTIVE_STOP,4,-44.06000000000017,-13.218000000000051,-1.3899954129033008,2067,2075,False,
medium,long,2023-05-02 20:00:00,2023-05-11 20:00:00,2014.99,2015.57,0.003,11.381347436185473,1986.5366314095363,28.453368590463683,EXIT_CHANNEL,3,0.5799999999999272,0.17399999999997817,0.020384229661802426,2059,2100,False,
fast,short,2023-05-11 20:00:00,2023-05-30 16:00:00,2015.57,1956.37,0.003,11.882713635492296,2045.2767840887307,29.70678408873074,EXIT_CHANNEL,3,59.200000000000045,17.760000000000016,1.9928107944359266,2101,2177,False,
medium,short,2023-05-16 20:00:00,2023-06-01 20:00:00,1987.51,1978.34,0.003,10.50934345227316,2013.7833586306829,26.2733586306829,EXIT_CHANNEL,3,9.170000000000073,2.7510000000000217,0.3490227545286518,2119,2190,False,
fast,long,2023-06-01 20:00:00,2023-06-02 20:00:00,1978.34,1952.17,0.004,9.331581097765673,1955.0110472555857,23.32895274441418,EXIT_PROTECTIVE_STOP,4,-26.169999999999845,-10.467999999999938,-1.1217820313972695,2191,2196,False,
fast,short,2023-06-05 04:00:00,2023-06-07 20:00:00,1946.39,1942.1,0.004,9.190477074615895,1969.3661926865398,22.97619268653974,EXIT_PROTECTIVE_STOP,4,4.290000000000191,1.7160000000000766,0.18671500794443735,2199,2214,False,
medium,short,2023-06-15 08:00:00,2023-06-15 20:00:00,1934.39,1959.4,0.004,8.900199571851438,1956.6404989296286,22.250498929628595,EXIT_PROTECTIVE_STOP,4,-25.00999999999999,-10.003999999999996,-1.12401973902243,2248,2250,False,
fast,short,2023-06-15 04:00:00,2023-06-16 08:00:00,1939.12,1955.32,0.004,9.005473233527825,1961.6336830838195,22.51368308381956,EXIT_PROTECTIVE_STOP,4,-16.200000000000045,-6.480000000000017,-0.719562407434032,2247,2253,False,
fast,short,2023-06-22 20:00:00,2023-06-23 20:00:00,1915.43,1918.63,0.005,7.892104839677955,1935.160262099195,19.73026209919489,EXIT_PROTECTIVE_STOP,4,-3.2000000000000455,-1.600000000000023,-0.16218740450136365,2281,2286,False,
medium,short,2023-06-22 20:00:00,2023-06-23 20:00:00,1915.43,1918.63,0.005,7.892104839677955,1935.160262099195,19.73026209919489,EXIT_PROTECTIVE_STOP,4,-3.2000000000000455,-1.600000000000023,-0.16218740450136365,2281,2286,False,
fast,short,2023-06-28 12:00:00,2023-06-30 20:00:00,1909.8,1919.93,0.005,7.585655885029672,1928.7641397125742,18.96413971257418,EXIT_CHANNEL,3,-10.13000000000011,-5.065000000000055,-0.5341660709915256,2303,2316,False,
medium,short,2023-06-28 12:00:00,2023-07-03 20:00:00,1909.8,1921.88,0.005,7.585655885029672,1928.7641397125742,18.96413971257418,EXIT_PROTECTIVE_STOP,4,-12.080000000000155,-6.040000000000077,-0.6369917213798265,2303,2322,False,
fast,short,2023-07-06 16:00:00,2023-07-07 16:00:00,1906.25,1918.71,0.005,7.394743323896186,1924.7368583097405,18.486858309740466,EXIT_PROTECTIVE_STOP,4,-12.460000000000036,-6.230000000000018,-0.6739922917803204,2340,2345,False,
slow,short,2023-05-18 16:00:00,2023-07-11 12:00:00,1966.89,1936.58,0.004,9.061670737108932,1989.5441768427725,22.65417684277233,EXIT_CHANNEL,3,30.310000000000173,12.12400000000007,1.3379431179672452,2130,2356,False,
fast,long,2023-07-11 12:00:00,2023-07-17 16:00:00,1936.58,1948.59,0.005,7.358015720146054,1918.1849606996348,18.395039300365134,EXIT_CHANNEL,3,12.009999999999991,6.0049999999999955,0.6528934134846669,2357,2381,False,
fast,long,2023-07-18 16:00:00,2023-07-20 20:00:00,1968.64,1967.88,0.005,7.1289152246485274,1950.8177119383788,17.822288061621318,EXIT_CHANNEL,3,-0.7599999999999909,-0.37999999999999545,-0.042643233987255655,2388,2400,False,
medium,long,2023-07-11 12:00:00,2023-07-25 00:00:00,1936.58,1954.76,0.005,7.358015720146054,1918.1849606996348,18.395039300365134,EXIT_CHANNEL,3,18.180000000000064,9.090000000000032,0.9883099298210903,2357,2413,False,
fast,short,2023-07-25 00:00:00,2023-07-26 12:00:00,1954.76,1971.99,0.005,7.270681547048182,1972.9367038676205,18.176703867620454,EXIT_CHANNEL,3,-17.230000000000018,-8.615000000000009,-0.947916636893289,2414,2422,False,
slow,long,2023-07-18 16:00:00,2023-07-27 20:00:00,1968.64,1944.12,0.005,7.1289152246485274,1950.8177119383788,17.822288061621318,EXIT_PROTECTIVE_STOP,4,-24.52000000000021,-12.260000000000106,-1.375805391273066,2388,2430,False,
fast,short,2023-07-27 20:00:00,2023-07-31 16:00:00,1944.12,1965.4,0.004,8.572073496302703,1965.5501837407567,21.43018374075676,EXIT_PROTECTIVE_STOP,4,-21.2800000000002,-8.51200000000008,-0.9929919527254946,2431,2441,False,
medium,short,2023-07-27 20:00:00,2023-07-31 16:00:00,1944.12,1965.4,0.004,8.572073496302703,1965.5501837407567,21.43018374075676,EXIT_PROTECTIVE_STOP,4,-21.2800000000002,-8.51200000000008,-0.9929919527254946,2431,2441,False,
fast,short,2023-08-02 20:00:00,2023-08-21 16:00:00,1935.59,1897.06,0.004,8.199925461152215,1956.0898136528804,20.49981365288054,EXIT_CHANNEL,3,38.52999999999997,15.41199999999999,1.8795292802374286,2455,2531,False,
medium,short,2023-08-02 20:00:00,2023-08-23 20:00:00,1935.59,1919.57,0.004,8.199925461152215,1956.0898136528804,20.49981365288054,EXIT_CHANNEL,3,16.019999999999982,6.407999999999993,0.7814705182819516,2455,2544,False,
slow,short,2023-08-09 20:00:00,2023-08-23 20:00:00,1916.2,1919.57,0.005,6.7684410992603,1933.1211027481509,16.921102748150748,EXIT_CHANNEL,3,-3.369999999999891,-1.6849999999999457,-0.19915959675667044,2485,2544,False,
fast,long,2023-08-23 20:00:00,2023-08-25 20:00:00,1919.57,1909.88,0.005,6.652957650030942,1902.9376058749226,16.632394125077354,EXIT_CHANNEL,3,-9.689999999999827,-4.844999999999914,-0.5825980269064097,2545,2556,False,
medium,long,2023-08-24 08:00:00,2023-08-25 20:00:00,1920.87,1909.88,0.006,6.3937270651952876,1904.8856823370118,15.984317662988218,EXIT_PROTECTIVE_STOP,4,-10.989999999999782,-6.59399999999987,-0.6875488983459827,2548,2556,False,
fast,long,2023-08-29 20:00:00,2023-09-01 20:00:00,1936.2,1938.09,0.005,6.788348862789793,1919.2291278430255,16.970872156974483,EXIT_CHANNEL,3,1.8899999999998727,0.9449999999999363,0.11136728758062935,2569,2586,False,
slow,long,2023-09-01 16:00:00,2023-09-01 20:00:00,1949.81,1938.09,0.007,5.5709995996258455,1935.8825010009352,13.927498999064614,EXIT_PROTECTIVE_STOP,4,-11.720000000000027,-8.20400000000002,-0.8415006887300552,2586,2586,False,
medium,long,2023-08-29 20:00:00,2023-09-05 12:00:00,1936.2,1933.32,0.005,6.788348862789793,1919.2291278430255,16.970872156974483,EXIT_CHANNEL,3,-2.880000000000109,-1.4400000000000546,-0.16970253345621497,2569,2596,False,
fast,short,2023-09-05 12:00:00,2023-09-15 08:00:00,1933.32,1916.07,0.007,5.169062428624182,1946.2426560715603,12.922656071560453,EXIT_CHANNEL,3,17.25,12.075,1.3348648996364574,2597,2643,False,
medium,short,2023-09-12 16:00:00,2023-09-15 20:00:00,1909.59,1925.27,0.007,5.392943268006368,1923.0723581700158,13.482358170015921,EXIT_PROTECTIVE_STOP,4,-15.680000000000064,-10.976000000000045,-1.1630012941557648,2628,2646,False,
fast,long,2023-09-15 20:00:00,2023-09-21 04:00:00,1925.27,1924.84,0.006,5.7888317720261275,1910.7979205699346,14.47207943006532,EXIT_CHANNEL,3,-0.43000000000006366,-0.2580000000000382,-0.02971238529182968,2647,2666,False,
medium,long,2023-09-19 16:00:00,2023-09-21 12:00:00,1935.73,1923.0,0.007,5.088062502921581,1923.0098437426961,12.720156257303952,EXIT_PROTECTIVE_STOP,4,-12.730000000000018,-8.911000000000014,-1.0007738696362645,2658,2668,False,
fast,short,2023-09-21 16:00:00,2023-10-06 20:00:00,1916.41,1829.19,0.006,6.280342797131718,1932.1108569928294,15.700856992829294,EXIT_CHANNEL,3,87.22000000000003,52.33200000000002,5.555110784069563,2670,2736,False,
medium,short,2023-09-27 00:00:00,2023-10-09 04:00:00,1900.19,1852.23,0.007,5.488192177304404,1913.9104804432611,13.72048044326101,EXIT_CHANNEL,3,47.960000000000036,33.572000000000024,3.495504417526152,2690,2738,False,
slow,short,2023-09-27 00:00:00,2023-10-11 12:00:00,1900.19,1869.55,0.007,5.488192177304404,1913.9104804432611,13.72048044326101,EXIT_CHANNEL,3,30.6400000000001,21.44800000000007,2.233157951480433,2690,2752,False,
fast,long,2023-10-09 04:00:00,2023-10-31 20:00:00,1852.23,1984.13,0.004,8.59743733890401,1830.73640665274,21.493593347260024,EXIT_CHANNEL,3,131.9000000000001,52.76000000000004,6.13671236209624,2739,2838,False,
medium,long,2023-10-12 12:00:00,2023-11-07 12:00:00,1880.3,1966.31,0.005,7.025202606632861,1862.7369934834178,17.563006516582153,EXIT_CHANNEL,3,86.00999999999999,43.004999999999995,4.897225308138071,2759,2866,False,
slow,long,2023-10-18 16:00:00,2023-11-07 12:00:00,1948.82,1966.31,0.004,8.882802924542393,1926.612992688644,22.20700731135598,EXIT_CHANNEL,3,17.49000000000001,6.996000000000004,0.787589239503522,2784,2866,False,
fast,short,2023-11-07 12:00:00,2023-11-14 16:00:00,1966.31,1954.23,0.005,7.950749536531365,1986.1868738413284,19.87687384132841,EXIT_CHANNEL,3,12.079999999999927,6.039999999999964,0.6077414434699957,2867,2897,False,
medium,short,2023-11-08 20:00:00,2023-11-15 12:00:00,1953.73,1971.45,0.005,7.828134032677035,1973.3003350816925,19.570335081692587,EXIT_CHANNEL,3,-17.720000000000027,-8.860000000000014,-0.9054520490339745,2875,2902,False,
fast,long,2023-11-15 12:00:00,2023-11-20 16:00:00,1971.45,1968.28,0.005,7.394713621030792,1952.9632159474231,18.48678405257698,EXIT_CHANNEL,3,-3.1700000000000728,-1.5850000000000364,-0.17147384807354787,2903,2921,False,
fast,long,2023-11-21 16:00:00,2023-12-04 20:00:00,1997.64,2026.01,0.004,8.367658064148907,1976.720854839628,20.919145160372267,EXIT_CHANNEL,3,28.36999999999989,11.347999999999956,1.3561739632526664,2928,2982,False,
medium,long,2023-11-21 16:00:00,2023-12-04 20:00:00,1997.64,2026.01,0.004,8.367658064148907,1976.720854839628,20.919145160372267,EXIT_CHANNEL,3,28.36999999999989,11.347999999999956,1.3561739632526664,2928,2982,False,
fast,short,2023-12-04 20:00:00,2023-12-07 16:00:00,2026.01,2037.17,0.002,14.353992814919593,2061.894982037299,35.88498203729898,EXIT_CHANNEL,3,-11.160000000000082,-2.232000000000016,-0.3109936069746485,2983,2999,False,
