component,usd
gross_price_pnl,5152.7635960352945
spread_and_slippage,-226.65000000003852
commission,-65.58674999999977
financing_swap,-2335.2845999999813
netting_and_lot_rounding,270.66000000002805
net_to_account,2795.902246035303
