component,usd
gross_price_pnl,6092.720000000003
spread_and_slippage,-222.9300000000385
commission,-65.82224999999983
financing_swap,-2362.637399999982
netting_and_lot_rounding,270.65999999999394
net_to_account,3711.9903499999764
