sleeve,direction,trades,gross_pnl,spread_slip,commission,swap,net_pnl,avg_holding_nights,total_lot_nights,gross_mean_R,net_mean_R,win_rate_pct
fast,long,88,3027.640557669193,58.75354394084502,16.26937557379676,-921.7160000000001,2030.9016381545514,6.2272727272727275,13.750000000000002,0.4143295988633019,24.54231553620868,42.04545454545455
fast,short,74,-1611.546092577302,46.52321438581197,12.882689229863555,302.53139999999996,-1368.4205961929774,5.0,9.850000000000001,-0.2736298112231078,-16.349548783589935,25.675675675675674
medium,long,51,3893.6210606861396,40.27331513001514,10.844469823886527,-1108.26,2734.2432757322376,11.196078431372548,16.51,0.952567379225813,33.31790792440057,43.13725490196079
medium,short,41,-2150.171440612352,31.764868271561237,8.553384649825993,204.20279999999994,-1986.2868935337392,5.414634146341464,6.68,-0.635628262521798,-23.719616533452108,14.634146341463413
slow,long,30,2596.9658617498417,26.911297351931225,8.253000850559523,-942.152,1619.6495635473507,16.9,14.04,1.0787593973098537,19.410440569900626,46.666666666666664
slow,short,17,-480.65316404890586,14.56376091986866,4.466329872067506,179.44379999999995,-320.2394548408421,11.235294117647058,5.93,-0.37592317377246853,-3.735092166895038,23.52941176470588
TOTAL,,301,5275.856782866615,218.79000000003325,61.269249999999865,-2285.9500000000003,2709.8475328665813,,66.75999999999999,,,
