component,usd
gross_price_pnl,6132.530000000005
spread_and_slippage,-225.98000000003663
commission,-65.50824999999985
financing_swap,-2312.595399999986
netting_and_lot_rounding,-3.183231456205249e-12
net_to_account,3528.4463499999792
