component,usd
gross_price_pnl,2304.1800000000003
spread_and_slippage,-87.27000000001044
commission,-25.82649999999984
financing_swap,-928.4493999999988
netting_and_lot_rounding,-117.61000000000263
net_to_account,1145.0240999999887
