year,start_equity,end_equity,pnl,return_pct,max_dd_pct,trades,campaigns
2021,10000.0,10000.0,0.0,0.0,0.0,0,0
2022,10000.0,9926.018200000002,-73.98179999999775,-0.739817999999981,1.667594466327385,7,3
2023,9926.018200000002,10490.99145000001,564.9732500000082,5.69184176994566,2.301851442597105,58,19
2024,10490.99145000001,10516.13150000001,25.140049999999974,0.23963464387344313,2.7273268348014357,26,14
2025,10516.13150000001,10516.13150000001,0.0,0.0,0.0,0,0
2026,10516.13150000001,10516.13150000001,0.0,0.0,0.0,0,0
