campaign_id,start,end,close_reason,direction,bars,days,sleeves,n_sleeves,trades,max_gross_exposure_lots,max_net_exposure_lots,gross_pnl,spread_slip,commission,swap,lot_nights,net_pnl,risk_cash,gross_R,net_R,mae_usd,mfe_usd,mae_R,mfe_R
0,2022-02-22 00:00:00,2022-02-24 00:00:00,flat,long,13,2.0,"fast,medium,slow",3,3,0.03,0.03,12.209999999999809,0.8099999999999454,0.11775,-6.287999999999999,0.06,4.994249999999865,88.93067096762226,0.13729796331397529,0.056158915092613705,-53.46374999999898,4.994249999999738,-0.6011846016484457,0.056158915092612276
1,2022-03-07 00:00:00,2022-03-14 12:00:00,flat,long,34,7.5,"fast,medium,slow",3,3,0.03,0.03,-101.23000000000002,0.7999999999999545,0.157,-12.052,0.16999999999999998,-114.23899999999998,139.85267390446333,-0.7238331393588701,-0.8168524548771898,-114.2390000000014,153.77024999999958,-0.8168524548772,1.0995159814037139
2,2022-03-23 20:00:00,2022-03-29 00:00:00,flat,long,20,5.166666666666667,fast,1,1,0.01,0.01,-21.329999999999927,0.2999999999999545,0.03925,-3.144,0.060000000000000005,-24.813249999999883,30.451228162917015,-0.7004643584778376,-0.8148521914205429,-24.813249999999243,20.316749999999956,-0.8148521914205219,0.6671898384952941
3,2022-04-18 00:00:00,2022-04-19 00:00:00,flat,long,7,1.0,"fast,medium,slow",3,3,0.03,0.03,-35.400000000000546,0.75,0.11775,-1.5719999999999998,0.03,-37.83975000000055,102.41972110702861,-0.34563655922288194,-0.36945765513711964,-37.83975000000282,21.482249999997293,-0.36945765513714185,0.20974720266566965
4,2022-05-11 00:00:00,2022-06-02 20:00:00,reversal,short,102,22.833333333333332,"fast,medium,slow",3,5,0.03,0.03,-99.48999999999933,1.2499999999997726,0.35325,11.0826,0.3900000000000001,-90.0106499999991,179.51188219523397,-0.5542251509111566,-0.5014188971741999,-84.97064999999748,103.94925000000148,-0.4733427612751834,0.5790661249206228
5,2022-06-03 00:00:00,2022-06-06 00:00:00,flat,long,7,3.0,"fast,medium",2,2,0.02,0.02,-45.01999999999998,0.75,0.11775,-2.9082,0.07,-48.79594999999998,57.235626630342274,-0.7865730254123499,-0.852545047076183,-49.0317500000001,0.0,-0.8566648587019565,0.0
6,2022-08-02 00:00:00,2022-08-19 00:00:00,flat,long,79,17.0,"fast,medium",2,2,0.02,0.02,-48.430000000000064,0.709999999999809,0.11775,-13.623999999999999,0.18,-62.88174999999987,60.34146853383122,-0.8025989618208772,-1.0420984362477757,-62.891750000000684,8.701500000001033,-1.042264159758386,0.1442043127459257
7,2022-08-22 00:00:00,2022-09-12 00:00:00,flat,short,91,21.0,"fast,medium,slow",3,4,0.03,0.03,4.149999999999864,1.1899999999995998,0.27475,11.318399999999995,0.4,14.00365000000026,102.85568620887867,0.04034779362194979,0.1361485253383244,-32.14050000000134,118.29465000000164,-0.3124815086521383,1.1501031625978326
8,2022-09-26 00:00:00,2022-09-30 00:00:00,flat,short,25,4.0,"fast,medium,slow",3,3,0.03,0.03,-110.28000000000065,0.14999999999986358,0.11775,4.2444,0.12,-106.30335000000052,114.550142343291,-0.9627225051323522,-0.928007140151987,-106.30335000000014,25.961849999999686,-0.9280071401519837,0.22664179606338328
9,2022-10-21 04:00:00,2022-10-21 16:00:00,flat,short,4,0.5,"fast,medium",2,2,0.02,0.02,-59.320000000000164,0.09999999999990905,0.0785,0.0,0.0,-59.49850000000007,60.48955150106313,-0.9806652310681719,-0.9836161539229524,-59.498499999999694,2.2214999999996508,-0.9836161539229462,0.0367253508229534
