component,usd
gross_price_pnl,600.5830000000005
spread_and_slippage,-22.369000000003787
commission,-6.621475000000012
financing_swap,-236.2113399999999
netting_and_lot_rounding,27.06599999999969
net_to_account,362.4471849999965
