year,start_equity,end_equity,pnl,return_pct,max_dd_pct,trades,campaigns
2021,100000.0,100000.0,0.0,0.0,0.0,0,0
2022,100000.0,98738.28500000002,-1261.714999999982,-1.2617149999999855,1.8267719094130268,39,15
2023,98738.28500000002,99984.91000000006,1246.6250000000437,1.262554843848096,1.8708124623303093,79,26
2024,99984.91000000006,99759.12855000002,-225.7814500000386,-0.22581552556284468,1.929139761452248,83,37
2025,99759.12855000002,102621.00179999998,2861.8732499999605,2.8687833300043097,2.490634922403701,73,31
2026,102621.00179999998,103528.44634999998,907.4445500000002,0.8842678731284748,2.5603975365734897,28,11
