component,usd
gross_price_pnl,6005.830000000005
spread_and_slippage,-223.69000000003825
commission,-66.2147499999998
financing_swap,-2362.1133999999824
netting_and_lot_rounding,270.65999999999303
net_to_account,3624.471849999977
