sleeve,direction,entry_time,exit_time,entry_price,exit_price,lots,atr_at_entry,stop_price,stop_dist,reason,reason_code,points,gross,r_multiple,entry_bar,exit_bar,ambiguous,event_window
fast,long,2022-09-06 04:00:00,2022-09-07 04:00:00,1723.89,1696.15,0.01,9.955305637394211,1699.0017359065146,24.888264093485528,EXIT_PROTECTIVE_STOP,4,-27.74000000000001,-27.74000000000001,-1.1145815512003072,1053,1058,False,
fast,short,2022-11-03 12:00:00,2022-11-04 08:00:00,1623.99,1647.08,0.01,9.507403450667674,1647.7585086266693,23.768508626669185,EXIT_PROTECTIVE_STOP,4,-23.089999999999918,-23.089999999999918,-0.9714534623384845,1307,1311,False,
fast,short,2022-11-18 20:00:00,2022-11-24 04:00:00,1751.16,1755.41,0.01,8.991058679412298,1773.6376466985307,22.477646698530744,EXIT_CHANNEL,3,-4.25,-4.25,-0.18907673285379123,1375,1394,False,
fast,long,2022-12-01 00:00:00,2022-12-05 20:00:00,1768.72,1769.71,0.01,9.008107421568264,1746.1997314460793,22.52026855392066,EXIT_CHANNEL,3,0.9900000000000091,0.9900000000000091,0.043960399389982203,1424,1440,False,
fast,long,2022-12-09 16:00:00,2022-12-12 20:00:00,1797.84,1782.9,0.01,8.62081490429397,1776.287962739265,21.552037260734927,EXIT_CHANNEL,3,-14.939999999999827,-14.939999999999829,-0.6932059284816943,1464,1470,False,
fast,long,2022-12-13 16:00:00,2022-12-15 12:00:00,1810.87,1777.54,0.01,9.106002400613907,1788.104993998465,22.765006001534765,EXIT_PROTECTIVE_STOP,4,-33.32999999999993,-33.32999999999993,-1.4640892252676276,1476,1486,False,
fast,long,2022-12-20 20:00:00,2022-12-22 16:00:00,1817.9,1807.68,0.01,9.585484442285905,1793.9362888942853,23.96371110571476,EXIT_CHANNEL,3,-10.220000000000027,-10.220000000000027,-0.4264781842392853,1507,1517,False,
fast,long,2023-01-03 08:00:00,2023-01-05 16:00:00,1840.26,1834.6,0.01,8.262972913128461,1819.6025677171788,20.657432282821155,EXIT_CHANNEL,3,-5.660000000000082,-5.660000000000082,-0.27399339484738244,1552,1565,False,
fast,long,2023-01-11 08:00:00,2023-01-18 08:00:00,1882.13,1897.86,0.01,9.216471431012753,1859.0888214224683,23.04117857753188,EXIT_CHANNEL,3,15.72999999999979,15.72999999999979,0.6826907723955826,1588,1617,False,
fast,long,2023-01-26 00:00:00,2023-01-26 20:00:00,1946.62,1926.55,0.01,9.941597627197565,1921.766005932006,24.853994067993913,EXIT_PROTECTIVE_STOP,4,-20.069999999999936,-20.069999999999936,-0.8075160855472066,1652,1656,False,
medium,long,2022-12-01 00:00:00,2023-01-31 12:00:00,1768.72,1903.76,0.01,9.008107421568264,1746.1997314460793,22.52026855392066,EXIT_CHANNEL,3,135.03999999999996,135.03999999999996,5.996376094568829,1424,1672,False,
slow,long,2022-12-01 16:00:00,2023-01-31 12:00:00,1789.3,1903.76,0.01,9.54250748303872,1765.443731292403,23.8562687075968,EXIT_CHANNEL,3,114.46000000000004,114.46000000000002,4.797900350759854,1428,1672,False,
fast,short,2023-01-31 12:00:00,2023-01-31 20:00:00,1903.76,1929.49,0.01,9.560381729237708,1927.6609543230943,23.90095432309427,EXIT_PROTECTIVE_STOP,4,-25.730000000000018,-25.730000000000018,-1.076526052147568,1673,1674,False,
fast,short,2023-02-17 08:00:00,2023-02-28 20:00:00,1827.45,1829.19,0.01,9.945026985888019,1852.3125674647201,24.862567464720048,EXIT_CHANNEL,3,-1.740000000000009,-1.7400000000000093,-0.06998472713926536,1750,1794,False,
medium,short,2023-02-17 08:00:00,2023-03-03 12:00:00,1827.45,1845.72,0.01,9.945026985888019,1852.3125674647201,24.862567464720048,EXIT_CHANNEL,3,-18.269999999999982,-18.269999999999982,-0.7348396349622817,1750,1810,False,
slow,short,2023-02-17 08:00:00,2023-03-03 12:00:00,1827.45,1845.72,0.01,9.945026985888019,1852.3125674647201,24.862567464720048,EXIT_CHANNEL,3,-18.269999999999982,-18.269999999999982,-0.7348396349622817,1750,1810,False,
fast,long,2023-03-03 12:00:00,2023-03-07 16:00:00,1845.72,1835.38,0.01,7.044449760066041,1828.1088755998348,17.611124400165103,EXIT_CHANNEL,3,-10.339999999999918,-10.339999999999918,-0.587128894501647,1811,1823,False,
fast,short,2023-03-07 20:00:00,2023-03-09 16:00:00,1816.95,1825.08,0.01,7.552776214357122,1835.831940535893,18.881940535892806,EXIT_CHANNEL,3,-8.129999999999882,-8.129999999999882,-0.43057015165075385,1825,1835,False,
fast,long,2023-03-10 20:00:00,2023-03-21 16:00:00,1864.11,1952.9,0.01,8.17804091905486,1843.6648977023629,20.44510229763715,EXIT_CHANNEL,3,88.79000000000019,88.79000000000019,4.342849387956435,1843,1883,False,
medium,long,2023-03-10 20:00:00,2023-04-03 08:00:00,1864.11,1952.43,0.01,8.17804091905486,1843.6648977023629,20.44510229763715,EXIT_CHANNEL,3,88.32000000000016,88.32000000000016,4.319860997232934,1843,1935,False,
slow,long,2023-03-13 04:00:00,2023-04-19 12:00:00,1872.9,1979.93,0.01,9.136431929447008,1850.0589201763826,22.84107982361752,EXIT_CHANNEL,3,107.02999999999997,107.02999999999999,4.685855521126969,1845,2002,False,
fast,short,2023-05-17 16:00:00,2023-05-30 16:00:00,1984.78,1956.37,0.01,9.357149357134404,2008.172873392836,23.39287339283601,EXIT_CHANNEL,3,28.410000000000082,28.410000000000085,1.214472438802689,2124,2177,False,
medium,short,2023-05-17 16:00:00,2023-06-01 20:00:00,1984.78,1978.34,0.01,9.357149357134404,2008.172873392836,23.39287339283601,EXIT_CHANNEL,3,6.440000000000055,6.440000000000054,0.27529751868670754,2124,2190,False,
fast,long,2023-06-01 20:00:00,2023-06-02 20:00:00,1978.34,1952.17,0.01,9.331581097765673,1955.0110472555857,23.32895274441418,EXIT_PROTECTIVE_STOP,4,-26.169999999999845,-26.169999999999842,-1.1217820313972695,2191,2196,False,
fast,short,2023-06-05 04:00:00,2023-06-07 20:00:00,1946.39,1942.1,0.01,9.190477074615895,1969.3661926865398,22.97619268653974,EXIT_PROTECTIVE_STOP,4,4.290000000000191,4.290000000000191,0.18671500794443735,2199,2214,False,
medium,short,2023-06-15 08:00:00,2023-06-15 20:00:00,1934.39,1959.4,0.01,8.900199571851438,1956.6404989296286,22.250498929628595,EXIT_PROTECTIVE_STOP,4,-25.00999999999999,-25.009999999999994,-1.12401973902243,2248,2250,False,
fast,short,2023-06-15 04:00:00,2023-06-16 08:00:00,1939.12,1955.32,0.01,9.005473233527825,1961.6336830838195,22.51368308381956,EXIT_PROTECTIVE_STOP,4,-16.200000000000045,-16.200000000000045,-0.719562407434032,2247,2253,False,
fast,short,2023-06-22 20:00:00,2023-06-23 20:00:00,1915.43,1918.63,0.01,7.892104839677955,1935.160262099195,19.73026209919489,EXIT_PROTECTIVE_STOP,4,-3.2000000000000455,-3.200000000000046,-0.16218740450136365,2281,2286,False,
medium,short,2023-06-22 20:00:00,2023-06-23 20:00:00,1915.43,1918.63,0.01,7.892104839677955,1935.160262099195,19.73026209919489,EXIT_PROTECTIVE_STOP,4,-3.2000000000000455,-3.200000000000046,-0.16218740450136365,2281,2286,False,
fast,short,2023-06-28 12:00:00,2023-06-30 20:00:00,1909.8,1919.93,0.01,7.585655885029672,1928.7641397125742,18.96413971257418,EXIT_CHANNEL,3,-10.13000000000011,-10.13000000000011,-0.5341660709915256,2303,2316,False,
medium,short,2023-06-28 12:00:00,2023-07-03 20:00:00,1909.8,1921.88,0.01,7.585655885029672,1928.7641397125742,18.96413971257418,EXIT_PROTECTIVE_STOP,4,-12.080000000000155,-12.080000000000155,-0.6369917213798265,2303,2322,False,
fast,short,2023-07-06 16:00:00,2023-07-07 16:00:00,1906.25,1918.71,0.01,7.394743323896186,1924.7368583097405,18.486858309740466,EXIT_PROTECTIVE_STOP,4,-12.460000000000036,-12.460000000000036,-0.6739922917803204,2340,2345,False,
slow,short,2023-05-18 16:00:00,2023-07-11 12:00:00,1966.89,1936.58,0.01,9.061670737108932,1989.5441768427725,22.65417684277233,EXIT_CHANNEL,3,30.310000000000173,30.310000000000176,1.3379431179672452,2130,2356,False,
fast,long,2023-07-11 12:00:00,2023-07-17 16:00:00,1936.58,1948.59,0.01,7.358015720146054,1918.1849606996348,18.395039300365134,EXIT_CHANNEL,3,12.009999999999991,12.009999999999991,0.6528934134846669,2357,2381,False,
fast,long,2023-07-18 16:00:00,2023-07-20 20:00:00,1968.64,1967.88,0.01,7.1289152246485274,1950.8177119383788,17.822288061621318,EXIT_CHANNEL,3,-0.7599999999999909,-0.7599999999999909,-0.042643233987255655,2388,2400,False,
medium,long,2023-07-11 12:00:00,2023-07-25 00:00:00,1936.58,1954.76,0.01,7.358015720146054,1918.1849606996348,18.395039300365134,EXIT_CHANNEL,3,18.180000000000064,18.180000000000064,0.9883099298210903,2357,2413,False,
fast,short,2023-07-25 00:00:00,2023-07-26 12:00:00,1954.76,1971.99,0.01,7.270681547048182,1972.9367038676205,18.176703867620454,EXIT_CHANNEL,3,-17.230000000000018,-17.230000000000018,-0.947916636893289,2414,2422,False,
slow,long,2023-07-18 16:00:00,2023-07-27 20:00:00,1968.64,1944.12,0.01,7.1289152246485274,1950.8177119383788,17.822288061621318,EXIT_PROTECTIVE_STOP,4,-24.52000000000021,-24.520000000000213,-1.375805391273066,2388,2430,False,
fast,short,2023-07-27 20:00:00,2023-07-31 16:00:00,1944.12,1965.4,0.01,8.572073496302703,1965.5501837407567,21.43018374075676,EXIT_PROTECTIVE_STOP,4,-21.2800000000002,-21.2800000000002,-0.9929919527254946,2431,2441,False,
medium,short,2023-07-27 20:00:00,2023-07-31 16:00:00,1944.12,1965.4,0.01,8.572073496302703,1965.5501837407567,21.43018374075676,EXIT_PROTECTIVE_STOP,4,-21.2800000000002,-21.2800000000002,-0.9929919527254946,2431,2441,False,
fast,short,2023-08-02 20:00:00,2023-08-21 16:00:00,1935.59,1897.06,0.01,8.199925461152215,1956.0898136528804,20.49981365288054,EXIT_CHANNEL,3,38.52999999999997,38.52999999999997,1.8795292802374286,2455,2531,False,
medium,short,2023-08-02 20:00:00,2023-08-23 20:00:00,1935.59,1919.57,0.01,8.199925461152215,1956.0898136528804,20.49981365288054,EXIT_CHANNEL,3,16.019999999999982,16.019999999999982,0.7814705182819516,2455,2544,False,
slow,short,2023-08-09 20:00:00,2023-08-23 20:00:00,1916.2,1919.57,0.01,6.7684410992603,1933.1211027481509,16.921102748150748,EXIT_CHANNEL,3,-3.369999999999891,-3.3699999999998913,-0.19915959675667044,2485,2544,False,
fast,long,2023-08-23 20:00:00,2023-08-25 20:00:00,1919.57,1909.88,0.01,6.652957650030942,1902.9376058749226,16.632394125077354,EXIT_CHANNEL,3,-9.689999999999827,-9.689999999999827,-0.5825980269064097,2545,2556,False,
medium,long,2023-08-24 08:00:00,2023-08-25 20:00:00,1920.87,1909.88,0.01,6.3937270651952876,1904.8856823370118,15.984317662988218,EXIT_PROTECTIVE_STOP,4,-10.989999999999782,-10.989999999999782,-0.6875488983459827,2548,2556,False,
fast,long,2023-08-29 20:00:00,2023-09-01 20:00:00,1936.2,1938.09,0.01,6.788348862789793,1919.2291278430255,16.970872156974483,EXIT_CHANNEL,3,1.8899999999998727,1.8899999999998727,0.11136728758062935,2569,2586,False,
slow,long,2023-09-01 16:00:00,2023-09-01 20:00:00,1949.81,1938.09,0.01,5.5709995996258455,1935.8825010009352,13.927498999064614,EXIT_PROTECTIVE_STOP,4,-11.720000000000027,-11.720000000000027,-0.8415006887300552,2586,2586,False,
medium,long,2023-08-29 20:00:00,2023-09-05 12:00:00,1936.2,1933.32,0.01,6.788348862789793,1919.2291278430255,16.970872156974483,EXIT_CHANNEL,3,-2.880000000000109,-2.880000000000109,-0.16970253345621497,2569,2596,False,
fast,short,2023-09-05 12:00:00,2023-09-15 08:00:00,1933.32,1916.07,0.01,5.169062428624182,1946.2426560715603,12.922656071560453,EXIT_CHANNEL,3,17.25,17.25,1.3348648996364574,2597,2643,False,
medium,short,2023-09-12 16:00:00,2023-09-15 20:00:00,1909.59,1925.27,0.01,5.392943268006368,1923.0723581700158,13.482358170015921,EXIT_PROTECTIVE_STOP,4,-15.680000000000064,-15.680000000000064,-1.1630012941557648,2628,2646,False,
fast,long,2023-09-15 20:00:00,2023-09-21 04:00:00,1925.27,1924.84,0.01,5.7888317720261275,1910.7979205699346,14.47207943006532,EXIT_CHANNEL,3,-0.43000000000006366,-0.43000000000006366,-0.02971238529182968,2647,2666,False,
medium,long,2023-09-19 16:00:00,2023-09-21 12:00:00,1935.73,1923.0,0.01,5.088062502921581,1923.0098437426961,12.720156257303952,EXIT_PROTECTIVE_STOP,4,-12.730000000000018,-12.730000000000018,-1.0007738696362645,2658,2668,False,
fast,short,2023-09-21 16:00:00,2023-10-06 20:00:00,1916.41,1829.19,0.01,6.280342797131718,1932.1108569928294,15.700856992829294,EXIT_CHANNEL,3,87.22000000000003,87.22000000000003,5.555110784069563,2670,2736,False,
medium,short,2023-09-27 00:00:00,2023-10-09 04:00:00,1900.19,1852.23,0.01,5.488192177304404,1913.9104804432611,13.72048044326101,EXIT_CHANNEL,3,47.960000000000036,47.960000000000036,3.495504417526152,2690,2738,False,
slow,short,2023-09-27 00:00:00,2023-10-11 12:00:00,1900.19,1869.55,0.01,5.488192177304404,1913.9104804432611,13.72048044326101,EXIT_CHANNEL,3,30.6400000000001,30.6400000000001,2.233157951480433,2690,2752,False,
fast,long,2023-10-09 04:00:00,2023-10-31 20:00:00,1852.23,1984.13,0.01,8.59743733890401,1830.73640665274,21.493593347260024,EXIT_CHANNEL,3,131.9000000000001,131.9000000000001,6.13671236209624,2739,2838,False,
medium,long,2023-10-12 12:00:00,2023-11-07 12:00:00,1880.3,1966.31,0.01,7.025202606632861,1862.7369934834178,17.563006516582153,EXIT_CHANNEL,3,86.00999999999999,86.00999999999999,4.897225308138071,2759,2866,False,
slow,long,2023-10-18 16:00:00,2023-11-07 12:00:00,1948.82,1966.31,0.01,8.882802924542393,1926.612992688644,22.20700731135598,EXIT_CHANNEL,3,17.49000000000001,17.49000000000001,0.787589239503522,2784,2866,False,
fast,short,2023-11-07 12:00:00,2023-11-14 16:00:00,1966.31,1954.23,0.01,7.950749536531365,1986.1868738413284,19.87687384132841,EXIT_CHANNEL,3,12.079999999999927,12.079999999999927,0.6077414434699957,2867,2897,False,
medium,short,2023-11-08 20:00:00,2023-11-15 12:00:00,1953.73,1971.45,0.01,7.828134032677035,1973.3003350816925,19.570335081692587,EXIT_CHANNEL,3,-17.720000000000027,-17.720000000000027,-0.9054520490339745,2875,2902,False,
fast,long,2023-11-15 12:00:00,2023-11-20 16:00:00,1971.45,1968.28,0.01,7.394713621030792,1952.9632159474231,18.48678405257698,EXIT_CHANNEL,3,-3.1700000000000728,-3.1700000000000728,-0.17147384807354787,2903,2921,False,
fast,long,2023-11-21 16:00:00,2023-12-04 20:00:00,1997.64,2026.01,0.01,8.367658064148907,1976.720854839628,20.919145160372267,EXIT_CHANNEL,3,28.36999999999989,28.36999999999989,1.3561739632526664,2928,2982,False,
medium,long,2023-11-21 16:00:00,2023-12-04 20:00:00,1997.64,2026.01,0.01,8.367658064148907,1976.720854839628,20.919145160372267,EXIT_CHANNEL,3,28.36999999999989,28.36999999999989,1.3561739632526664,2928,2982,False,
slow,long,2023-11-27 04:00:00,2023-12-08 20:00:00,2012.0,1997.2,0.01,6.823736372441949,1994.9406590688952,17.05934093110487,EXIT_PROTECTIVE_STOP,4,-14.799999999999955,-14.799999999999955,-0.8675598934197168,2949,3006,False,
fast,long,2023-12-22 04:00:00,2023-12-29 16:00:00,2048.62,2059.14,0.01,8.665729587017339,2026.9556760324565,21.664323967543346,EXIT_CHANNEL,3,10.519999999999982,10.519999999999982,0.48559096585523,3063,3088,False,
medium,long,2023-12-22 04:00:00,2024-01-03 16:00:00,2048.62,2040.98,0.01,8.665729587017339,2026.9556760324565,21.664323967543346,EXIT_CHANNEL,3,-7.639999999999873,-7.639999999999874,-0.35265351512679677,3063,3100,False,
