sleeve,direction,entry_time,exit_time,entry_price,exit_price,lots,atr_at_entry,stop_price,stop_dist,reason,reason_code,points,gross,r_multiple,entry_bar,exit_bar,ambiguous,event_window
slow,short,2022-09-01 04:00:00,2022-09-12 00:00:00,1705.95,1733.1001931634771,0.03,10.860077265390832,1733.1001931634771,27.150193163477077,EXIT_PROTECTIVE_STOP,4,-27.15019316347707,-81.45057949043121,-0.9999999999999998,1035,1076,False,
fast,short,2022-09-26 04:00:00,2022-09-30 00:00:00,1627.87,1666.0533807810968,0.02,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-38.18338078109696,-76.36676156219391,-0.9999999999999989,1137,1160,True,
medium,short,2022-09-26 04:00:00,2022-09-30 00:00:00,1627.87,1666.0533807810968,0.02,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-38.18338078109696,-76.36676156219391,-0.9999999999999989,1137,1160,True,
slow,short,2022-09-26 04:00:00,2022-09-30 00:00:00,1627.87,1666.0533807810968,0.02,15.2733523124388,1666.0533807810968,38.183380781097,EXIT_PROTECTIVE_STOP,4,-38.18338078109696,-76.36676156219391,-0.9999999999999989,1137,1160,True,
fast,short,2022-10-21 08:00:00,2022-10-21 19:01:00,1621.75,1651.9947757505315,0.03,12.097910300212627,1651.9947757505315,30.244775750531566,EXIT_PROTECTIVE_STOP,4,-30.244775750531517,-90.73432725159455,-0.9999999999999983,1252,1254,True,
medium,short,2022-10-21 08:00:00,2022-10-21 19:01:00,1621.75,1651.9947757505315,0.03,12.097910300212627,1651.9947757505315,30.244775750531566,EXIT_PROTECTIVE_STOP,4,-30.244775750531517,-90.73432725159455,-0.9999999999999983,1252,1254,True,
fast,long,2022-10-26 12:00:00,2022-10-28 12:00:00,1672.89,1650.5,0.03,10.909046084330692,1645.6173847891735,27.27261521082673,EXIT_CHANNEL,3,-22.3900000000001,-67.1700000000003,-0.8209700399803126,1271,1282,False,
fast,short,2022-11-03 12:00:00,2022-11-04 07:15:00,1623.99,1647.7585086266693,0.04,9.507403450667674,1647.7585086266693,23.768508626669185,EXIT_PROTECTIVE_STOP,4,-23.768508626669245,-95.07403450667698,-1.0000000000000024,1307,1311,False,
fast,long,2022-11-08 20:00:00,2022-11-17 08:00:00,1714.84,1762.93,0.03,10.596971528124948,1688.3475711796875,26.49242882031237,EXIT_CHANNEL,3,48.090000000000146,144.27000000000044,1.8152356028273409,1327,1365,False,
medium,long,2022-11-08 20:00:00,2022-11-18 20:00:00,1714.84,1751.16,0.03,10.596971528124948,1688.3475711796875,26.49242882031237,EXIT_CHANNEL,3,36.320000000000164,108.96000000000048,1.3709577270677713,1327,1374,False,
