time,bar,sleeve,direction,equity,atr,entry_price,stop_price,stop_distance,raw_lots,rounded_lots,final_lots,minimum_lot,lot_step,override_considered,override_used,price_stop_loss,estimated_entry_cost,estimated_exit_cost,estimated_costs,actual_stop_risk,actual_stop_risk_pct,total_open_risk_before,total_open_risk_after,total_open_risk_pct_before,total_open_risk_pct_after,condition,reason
2022-04-18 00:00:00,446,slow,long,9617.824285802613,13.655962814270481,1987.42,1953.2800929643238,34.1399070356762,0.019720255808038347,0.01,0.01,0.01,0.01,False,False,34.1399070356762,0.08925,0.08925,0.1785,34.3184070356762,0.356820898530403,0.0,34.3184070356762,0.0,0.356820898530403,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-05-11 00:00:00,548,fast,short,9512.697064695585,15.733367672920627,1832.38,1871.7134191823018,39.33341918230157,0.016929339182094643,0.01,0.01,0.01,0.01,False,False,39.33341918230157,0.08925,0.08925,0.1785,39.51191918230157,0.4153597966337214,0.0,39.51191918230157,0.0,0.4153597966337214,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-05-11 00:00:00,548,medium,short,9512.697064695585,15.733367672920627,1832.38,1871.7134191823018,39.33341918230157,0.016929339182094643,0.01,0.01,0.01,0.01,False,False,39.33341918230157,0.08925,0.08925,0.1785,39.51191918230157,0.4153597966337214,0.0,39.51191918230157,0.0,0.4153597966337214,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-05-11 00:00:00,548,slow,short,9512.697064695585,15.733367672920627,1832.38,1871.7134191823018,39.33341918230157,0.016929339182094643,0.01,0.01,0.01,0.01,False,False,39.33341918230157,0.08925,0.08925,0.1785,39.51191918230157,0.4153597966337214,0.0,39.51191918230157,0.0,0.4153597966337214,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-05-23 00:00:00,596,fast,long,9462.452914695587,13.564589822798167,1852.36,1818.4485254430044,33.911474556995415,0.019532376951507523,0.01,0.01,0.01,0.01,False,False,33.911474556995415,0.08925,0.08925,0.1785,34.089974556995415,0.3602657245887296,38.92533836460372,73.01531292159913,0.41136625688410067,0.7716319814728303,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-06-01 00:00:00,638,fast,short,9473.993314695586,11.040060036533532,1834.52,1862.120150091334,27.60015009133383,0.02402811324699726,0.02,0.02,0.01,0.01,False,False,55.20030018266766,0.1785,0.1785,0.357,55.55730018266766,0.5864190351125743,37.30266918230178,92.85996936496943,0.3937375501884695,0.9801565853010439,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-06-03 00:00:00,650,fast,long,9380.539214512919,11.447125326068454,1873.36,1844.7421866848288,28.617813315171134,0.022945070532967717,0.02,0.02,0.01,0.01,False,False,57.23562663034227,0.1785,0.1785,0.357,57.59262663034227,0.6139585935661241,0.0,57.59262663034227,0.0,0.6139585935661241,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-06-03 00:00:00,650,medium,long,9380.539214512919,11.447125326068454,1873.36,1844.7421866848288,28.617813315171134,0.022945070532967717,0.02,0.02,0.01,0.01,False,False,57.23562663034227,0.1785,0.1785,0.357,57.59262663034227,0.6139585935661241,0.0,57.59262663034227,0.0,0.6139585935661241,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-08-02 00:00:00,902,fast,long,9259.803292069932,12.068293706766244,1780.23,1750.0592657330844,30.17073426691561,0.02148393952598224,0.02,0.02,0.01,0.01,False,False,60.341468533831225,0.1785,0.1785,0.357,60.698468533831225,0.6555049456159961,0.0,60.698468533831225,0.0,0.6555049456159961,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-08-02 00:00:00,902,medium,long,9259.803292069932,12.068293706766244,1780.23,1750.0592657330844,30.17073426691561,0.02148393952598224,0.02,0.02,0.01,0.01,False,False,60.341468533831225,0.1785,0.1785,0.357,60.698468533831225,0.6555049456159961,0.0,60.698468533831225,0.0,0.6555049456159961,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-08-22 00:00:00,986,fast,short,9123.239823536102,10.16344579038321,1745.28,1770.688614475958,25.408614475958025,0.02513426256484014,0.02,0.02,0.01,0.01,False,False,50.81722895191605,0.1785,0.1785,0.357,51.17422895191605,0.5609216675407014,0.0,51.17422895191605,0.0,0.5609216675407014,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-08-22 00:00:00,986,medium,short,9123.239823536102,10.16344579038321,1745.28,1770.688614475958,25.408614475958025,0.02513426256484014,0.02,0.02,0.01,0.01,False,False,50.81722895191605,0.1785,0.1785,0.357,51.17422895191605,0.5609216675407014,0.0,51.17422895191605,0.0,0.5609216675407014,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-09-01 00:00:00,1034,slow,short,9293.407623536103,10.860077265390832,1705.95,1733.1001931634771,27.150193163477077,0.023960733160552358,0.02,0.0,0.01,0.01,False,False,54.30038632695416,0.1785,0.1785,0.357,54.65738632695416,0.5881307324616979,259.31145790383204,313.9688442307862,2.7902731528434255,3.378403885305123,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2022-09-06 00:00:00,1052,fast,long,9226.483623536104,9.955305637394211,1723.86,1698.9717359065144,24.888264093485528,0.025950136627511066,0.02,0.02,0.01,0.01,False,False,49.776528186971056,0.1785,0.1785,0.357,50.133528186971056,0.5433654925597439,93.8357289519163,143.96925713888734,1.0170259091182694,1.5603914016780132,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-09-26 00:00:00,1136,fast,short,9171.049095349132,15.2733523124388,1627.83,1666.0133807810969,38.183380781097,0.016812901936442817,0.01,0.01,0.01,0.01,False,False,38.183380781097,0.08925,0.08925,0.1785,38.361880781097,0.4182932659312801,0.0,38.361880781097,0.0,0.4182932659312801,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-09-26 00:00:00,1136,medium,short,9171.049095349132,15.2733523124388,1627.83,1666.0133807810969,38.183380781097,0.016812901936442817,0.01,0.01,0.01,0.01,False,False,38.183380781097,0.08925,0.08925,0.1785,38.361880781097,0.4182932659312801,0.0,38.361880781097,0.0,0.4182932659312801,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-09-26 00:00:00,1136,slow,short,9171.049095349132,15.2733523124388,1627.83,1666.0133807810969,38.183380781097,0.016812901936442817,0.01,0.01,0.01,0.01,False,False,38.183380781097,0.08925,0.08925,0.1785,38.361880781097,0.4182932659312801,0.0,38.361880781097,0.0,0.4182932659312801,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-10-21 04:00:00,1251,fast,short,9060.20785300584,12.097910300212627,1621.75,1651.9947757505315,30.244775750531566,0.020969391703929637,0.02,0.02,0.01,0.01,False,False,60.48955150106313,0.1785,0.7385,0.917,61.406551501063134,0.6777609575556339,0.0,61.406551501063134,0.0,0.6777609575556339,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-10-21 04:00:00,1251,medium,short,9060.20785300584,12.097910300212627,1621.75,1651.9947757505315,30.244775750531566,0.020969391703929637,0.02,0.02,0.01,0.01,False,False,60.48955150106313,0.1785,0.7385,0.917,61.406551501063134,0.6777609575556339,0.0,61.406551501063134,0.0,0.6777609575556339,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-10-26 08:00:00,1270,fast,long,8937.514750003715,10.909046084330692,1672.89,1645.6173847891735,27.27261521082673,0.02293971544950694,0.02,0.02,0.01,0.01,False,False,54.54523042165346,0.6785,0.1785,0.857,55.40223042165346,0.6198840726011717,0.0,55.40223042165346,0.0,0.6198840726011717,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-03 08:00:00,1306,fast,short,8889.781750003714,9.507403450667674,1623.99,1647.7585086266693,23.768508626669185,0.026181058823439702,0.02,0.02,0.01,0.01,False,False,47.53701725333837,0.1785,0.6785,0.857,48.39401725333837,0.5443780130296016,0.0,48.39401725333837,0.0,0.5443780130296016,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-08 16:00:00,1326,fast,long,8841.799332750375,10.596971528124948,1714.91,1688.4175711796877,26.49242882031237,0.023362371094415517,0.02,0.02,0.01,0.01,False,False,52.98485764062474,0.1785,0.1785,0.357,53.34185764062474,0.603291882490981,0.0,53.34185764062474,0.0,0.603291882490981,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-08 16:00:00,1326,medium,long,8841.799332750375,10.596971528124948,1714.91,1688.4175711796877,26.49242882031237,0.023362371094415517,0.02,0.02,0.01,0.01,False,False,52.98485764062474,0.1785,0.1785,0.357,53.34185764062474,0.603291882490981,0.0,53.34185764062474,0.0,0.603291882490981,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-08 16:00:00,1326,slow,long,8841.799332750375,10.596971528124948,1714.91,1688.4175711796877,26.49242882031237,0.023362371094415517,0.02,0.02,0.01,0.01,False,False,52.98485764062474,0.1785,0.1785,0.357,53.34185764062474,0.603291882490981,0.0,53.34185764062474,0.0,0.603291882490981,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-21 00:00:00,1376,fast,short,9024.694832750376,8.7981304581696,1746.13,1768.1253261454242,21.995326145424002,0.02872103982981647,0.02,0.02,0.01,0.01,False,False,43.990652290848004,0.1785,0.7385,0.917,44.907652290848006,0.4976085410431757,115.74335764062518,160.6510099314732,1.2825182433936229,1.7801267844367987,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-30 20:00:00,1423,fast,long,8988.197332750377,9.008107421568264,1768.1,1745.5797314460792,22.52026855392066,0.02793811325056292,0.02,0.02,0.01,0.01,False,False,45.04053710784132,0.6785,0.1785,0.857,45.897537107841316,0.5106422946523886,0.0,45.897537107841316,0.0,0.5106422946523886,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-11-30 20:00:00,1423,medium,long,8988.197332750377,9.008107421568264,1768.1,1745.5797314460792,22.52026855392066,0.02793811325056292,0.02,0.02,0.01,0.01,False,False,45.04053710784132,0.6785,0.1785,0.857,45.897537107841316,0.5106422946523886,0.0,45.897537107841316,0.0,0.5106422946523886,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-12-01 12:00:00,1427,slow,long,9069.040332750375,9.54250748303872,1789.3,1765.443731292403,23.8562687075968,0.026610734104045776,0.02,0.0,0.01,0.01,False,False,47.7125374151936,0.6785,0.1785,0.857,48.5695374151936,0.5355532187876363,172.75807421568246,221.32761163087605,1.9049212251467624,2.4404744439343986,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2022-12-01 16:00:00,1428,slow,long,9117.840332750377,9.80988210888679,1801.5,1776.975294727783,24.524705272216973,0.02602472960258454,0.02,0.0,0.01,0.01,False,False,49.049410544433954,0.6785,0.1785,0.857,49.90641054443395,0.5473490291903346,221.55807421568264,271.4644847601166,2.4299402723676575,2.9772893015579918,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2022-12-05 00:00:00,1436,slow,long,9128.896332750375,10.083962791333475,1806.36,1781.1500930216662,25.209906978333688,0.025348080175056797,0.02,0.0,0.01,0.01,False,False,50.419813956667376,0.7385,0.1785,0.917,51.33681395666738,0.5623550984196629,240.99807421568224,292.3348881723496,2.6399475405486807,3.202302638968344,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2022-12-09 12:00:00,1463,fast,long,9032.089832750376,8.62081490429397,1797.84,1776.287962739265,21.552037260734927,0.029335801559901654,0.02,0.02,0.01,0.01,False,False,43.104074521469855,0.6785,0.1785,0.857,43.961074521469854,0.4867209619867476,103.45903710784116,147.420111629311,1.1454606743690532,1.6321816363558008,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-12-13 12:00:00,1475,fast,long,9020.136832750377,9.106002400613907,1810.9,1788.1349939984652,22.765006001534765,0.027735972406506645,0.02,0.02,0.01,0.01,False,False,45.53001200306954,0.6785,0.1785,0.857,46.387012003069536,0.5142606244580153,129.57903710784151,175.96604911091106,1.4365528983702889,1.9508135228283041,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-12-13 12:00:00,1475,slow,long,9020.136832750377,9.106002400613907,1810.9,1788.1349939984652,22.765006001534765,0.027735972406506645,0.02,0.02,0.01,0.01,False,False,45.53001200306954,0.6785,0.1785,0.857,46.387012003069536,0.5142606244580153,129.57903710784151,175.96604911091106,1.4365528983702889,1.9508135228283041,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2022-12-20 16:00:00,1506,fast,long,8923.426808744238,9.585484442285905,1817.84,1793.8762888942852,23.96371110571476,0.02606607440126981,0.02,0.0,0.01,0.01,False,False,47.92742221142952,0.6785,0.1785,0.857,48.78442221142952,0.5467005362068384,143.45903710784117,192.2434593192707,1.6076675495031,2.1543680857099385,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-03 04:00:00,1551,fast,long,8949.402808744237,8.262972913128461,1840.26,1819.6025677171788,20.657432282821155,0.0303260438197376,0.03,0.0,0.01,0.01,False,False,61.972296848463465,1.01775,0.26775000000000004,1.2854999999999999,63.257796848463464,0.7068381902159534,188.29903710784131,251.55683395630479,2.1040402486281997,2.8108784388441532,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-03 04:00:00,1551,slow,long,8949.402808744237,8.262972913128461,1840.26,1819.6025677171788,20.657432282821155,0.0303260438197376,0.03,0.0,0.01,0.01,False,False,61.972296848463465,1.01775,0.26775000000000004,1.2854999999999999,63.257796848463464,0.7068381902159534,188.29903710784131,251.55683395630479,2.1040402486281997,2.8108784388441532,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-04 08:00:00,1558,fast,long,8986.558808744237,9.32864962165472,1860.41,1837.0883759458634,23.321624054136798,0.02697321229224231,0.02,0.0,0.01,0.01,False,False,46.643248108273596,0.6785,0.1785,0.857,47.500248108273595,0.528569935602649,228.5990371078415,276.0992852161151,2.543788361852221,3.07235829745487,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-04 08:00:00,1558,slow,long,8986.558808744237,9.32864962165472,1860.41,1837.0883759458634,23.321624054136798,0.02697321229224231,0.02,0.0,0.01,0.01,False,False,46.643248108273596,0.6785,0.1785,0.857,47.500248108273595,0.528569935602649,228.5990371078415,276.0992852161151,2.543788361852221,3.07235829745487,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-09 00:00:00,1574,fast,long,9009.118808744239,10.338209879086536,1874.31,1848.4644753022835,25.84552469771634,0.02440029072684366,0.02,0.0,0.01,0.01,False,False,51.69104939543268,0.7385,0.1785,0.917,52.60804939543268,0.5839422313353375,256.3990371078412,309.00708650327385,2.8459946255673825,3.4299368569027195,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-09 00:00:00,1574,slow,long,9009.118808744239,10.338209879086536,1874.31,1848.4644753022835,25.84552469771634,0.02440029072684366,0.02,0.0,0.01,0.01,False,False,51.69104939543268,0.7385,0.1785,0.917,52.60804939543268,0.5839422313353375,256.3990371078412,309.00708650327385,2.8459946255673825,3.4299368569027195,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-09 04:00:00,1575,fast,long,9016.258808744238,10.08279938513221,1877.88,1852.6730015371695,25.206998462830526,0.025038209826638177,0.02,0.0,0.01,0.01,False,False,50.41399692566105,0.6785,0.1785,0.857,51.27099692566105,0.5686504570602711,263.5390371078415,314.8100340335026,2.922931148030638,3.4915816050909094,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-09 04:00:00,1575,slow,long,9016.258808744238,10.08279938513221,1877.88,1852.6730015371695,25.206998462830526,0.025038209826638177,0.02,0.0,0.01,0.01,False,False,50.41399692566105,0.6785,0.1785,0.857,51.27099692566105,0.5686504570602711,263.5390371078415,314.8100340335026,2.922931148030638,3.4915816050909094,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-11 04:00:00,1587,fast,long,9020.566808744237,9.216471431012753,1882.13,1859.0888214224683,23.04117857753188,0.027404834109824205,0.02,0.0,0.01,0.01,False,False,46.08235715506377,0.6785,0.1785,0.857,46.93935715506377,0.5203592872851661,272.0390371078415,318.9783942629053,3.015764340264471,3.5361236275496375,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-11 04:00:00,1587,slow,long,9020.566808744237,9.216471431012753,1882.13,1859.0888214224683,23.04117857753188,0.027404834109824205,0.02,0.0,0.01,0.01,False,False,46.08235715506377,0.6785,0.1785,0.857,46.93935715506377,0.5203592872851661,272.0390371078415,318.9783942629053,3.015764340264471,3.5361236275496375,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-11 08:00:00,1588,fast,long,9025.406808744237,9.07364785946211,1884.55,1861.8658803513447,22.684119648655276,0.02785113490836082,0.02,0.0,0.01,0.01,False,False,45.36823929731056,0.6785,0.1785,0.857,46.22523929731056,0.5121679307854066,276.8790371078412,323.1042764051518,3.067773486283054,3.579941417068461,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-11 08:00:00,1588,slow,long,9025.406808744237,9.07364785946211,1884.55,1861.8658803513447,22.684119648655276,0.02785113490836082,0.02,0.0,0.01,0.01,False,False,45.36823929731056,0.6785,0.1785,0.857,46.22523929731056,0.5121679307854066,276.8790371078412,323.1042764051518,3.067773486283054,3.579941417068461,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-12 12:00:00,1595,fast,long,9054.418808744236,9.616468442555474,1899.58,1875.5388288936113,24.041171106388685,0.02636349592984963,0.02,0.0,0.01,0.01,False,False,48.08234221277737,0.6785,0.1785,0.857,48.93934221277737,0.540502303311998,306.93903710784116,355.87837932061854,3.3899363790353623,3.9304386823473605,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-12 12:00:00,1595,slow,long,9054.418808744236,9.616468442555474,1899.58,1875.5388288936113,24.041171106388685,0.02636349592984963,0.02,0.0,0.01,0.01,False,False,48.08234221277737,0.6785,0.1785,0.857,48.93934221277737,0.540502303311998,306.93903710784116,355.87837932061854,3.3899363790353623,3.9304386823473605,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-13 08:00:00,1600,fast,long,9062.730808744238,9.972412760669725,1904.26,1879.3289680983257,24.931031901674313,0.025445844324217173,0.02,0.0,0.01,0.01,False,False,49.86206380334863,0.6785,0.1785,0.857,50.71906380334863,0.5596443817399056,316.2990371078413,367.0181009111899,3.4901073835565986,4.049751765296504,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-13 08:00:00,1600,slow,long,9062.730808744238,9.972412760669725,1904.26,1879.3289680983257,24.931031901674313,0.025445844324217173,0.02,0.0,0.01,0.01,False,False,49.86206380334863,0.6785,0.1785,0.857,50.71906380334863,0.5596443817399056,316.2990371078413,367.0181009111899,3.4901073835565986,4.049751765296504,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-16 00:00:00,1604,fast,long,9099.266808744238,10.172968021145241,1924.1,1898.6675799471368,25.4324200528631,0.025044752929062723,0.02,0.0,0.01,0.01,False,False,50.8648401057262,0.7385,0.1785,0.917,51.781840105726204,0.5690770607579586,355.9790371078411,407.7608772135673,3.9121727562241766,4.481249816982134,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-16 00:00:00,1604,slow,long,9099.266808744238,10.172968021145241,1924.1,1898.6675799471368,25.4324200528631,0.025044752929062723,0.02,0.0,0.01,0.01,False,False,50.8648401057262,0.7385,0.1785,0.917,51.781840105726204,0.5690770607579586,355.9790371078411,407.7608772135673,3.9121727562241766,4.481249816982134,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-19 20:00:00,1627,fast,long,9109.726808744239,10.163016910363922,1931.95,1906.5424577240901,25.407542275909805,0.025098093695458085,0.02,0.0,0.01,0.01,False,False,50.81508455181961,0.6785,0.1785,0.857,51.67208455181961,0.5672188160705395,371.67903710784134,423.351121659661,4.080023966811764,4.647242782882303,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-19 20:00:00,1627,slow,long,9109.726808744239,10.163016910363922,1931.95,1906.5424577240901,25.407542275909805,0.025098093695458085,0.02,0.0,0.01,0.01,False,False,50.81508455181961,0.6785,0.1785,0.857,51.67208455181961,0.5672188160705395,371.67903710784134,423.351121659661,4.080023966811764,4.647242782882303,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-25 20:00:00,1651,fast,long,9131.382808744238,9.941597627197565,1946.97,1922.1160059320061,24.853994067993913,0.02571807150446018,0.02,0.0,0.01,0.01,False,False,49.707988135987826,0.6785,0.1785,0.857,50.564988135987825,0.5537495163116658,401.71903710784136,452.2840252438292,4.399323142198726,4.9530726585103935,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-25 20:00:00,1651,slow,long,9131.382808744238,9.941597627197565,1946.97,1922.1160059320061,24.853994067993913,0.02571807150446018,0.02,0.0,0.01,0.01,False,False,49.707988135987826,0.6785,0.1785,0.857,50.564988135987825,0.5537495163116658,401.71903710784136,452.2840252438292,4.399323142198726,4.9530726585103935,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-01-31 08:00:00,1672,fast,short,9038.674808744237,9.560381729237708,1903.76,1927.6609543230943,23.90095432309427,0.026472049109802446,0.02,0.0,0.01,0.01,False,False,47.801908646188544,0.1785,0.6785,0.857,48.65890864618854,0.538341180270306,315.2990371078413,363.9579457540298,3.4883325684293145,4.02667374869962,NORMAL_SIZE_OK,PORTFOLIO_OPEN_RISK_EXCEEDED
2023-02-01 20:00:00,1681,fast,long,9038.496308744237,10.46179584590314,1950.04,1923.885510385242,26.15448961475785,0.024190674371068373,0.02,0.02,0.01,0.01,False,False,52.3089792295157,0.6785,0.1785,0.857,53.1659792295157,0.5882170818400467,0.0,53.1659792295157,0.0,0.5882170818400467,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2023-02-01 20:00:00,1681,medium,long,9038.496308744237,10.46179584590314,1950.04,1923.885510385242,26.15448961475785,0.024190674371068373,0.02,0.02,0.01,0.01,False,False,52.3089792295157,0.6785,0.1785,0.857,53.1659792295157,0.5882170818400467,0.0,53.1659792295157,0.0,0.5882170818400467,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
2023-02-01 20:00:00,1681,slow,long,9038.496308744237,10.46179584590314,1950.04,1923.885510385242,26.15448961475785,0.024190674371068373,0.02,0.02,0.01,0.01,False,False,52.3089792295157,0.6785,0.1785,0.857,53.1659792295157,0.5882170818400467,0.0,53.1659792295157,0.0,0.5882170818400467,NORMAL_SIZE_OK,ORDER_ACCEPTED_NORMAL_SIZE
