idx,sleeve,direction,entry_bar,entry_time,entry_price,sl,tp,entry_atr,entry_spread_points,exit_bar,exit_time,exit_price,exit_reason,bars_held,lots,points,gross,r_multiple
186,medium,long,4158,2024-09-20 12:00:00,2609.74,2576.55,0,13.27677,0,4194,2024-09-30 16:00:00,2639.01,EXIT_CHANNEL,36,0.02,29.27,58.54,0.88184
187,fast,short,4195,2024-09-30 16:00:00,2639.01,2672.07,0,13.22437,0,4201,2024-10-01 20:00:00,2666.44,EXIT_PROTECTIVE_STOP,6,0.03,-27.43,-82.29,-0.82968
188,slow,long,4124,2024-09-12 20:00:00,2550.75,2520.48,0,12.10726,0,4231,2024-10-08 20:00:00,2609.01,EXIT_CHANNEL,107,0.03,58.26,174.78,1.92479
189,fast,short,4232,2024-10-08 20:00:00,2609.01,2646.81,0,15.12126,0,4242,2024-10-10 16:00:00,2625.07,EXIT_CHANNEL,10,0.02,-16.06,-32.12,-0.42483
190,medium,short,4232,2024-10-08 20:00:00,2609.01,2646.81,0,15.12126,0,4247,2024-10-11 12:00:00,2639.21,EXIT_PROTECTIVE_STOP,15,0.02,-30.2,-60.4,-0.79888
191,fast,long,4250,2024-10-11 20:00:00,2660.46,2626.98,0,13.39281,0,4332,2024-10-31 16:00:00,2755.39,EXIT_CHANNEL,82,0.02,94.93,189.86,2.83525
192,medium,long,4266,2024-10-16 12:00:00,2679.56,2648.61,0,12.37857,0,4355,2024-11-06 12:00:00,2724.62,EXIT_CHANNEL,89,0.03,45.06,135.18,1.45607
193,slow,long,4274,2024-10-17 20:00:00,2692.25,2662.07,0,12.07285,0,4355,2024-11-06 12:00:00,2724.62,EXIT_CHANNEL,81,0.03,32.37,97.11,1.07249
194,medium,short,4357,2024-11-06 16:00:00,2664.16,2704.4,0,16.09774,0,4364,2024-11-08 00:00:00,2705.55,EXIT_PROTECTIVE_STOP,7,0.02,-41.39,-82.78,-1.02847
195,fast,short,4356,2024-11-06 12:00:00,2724.62,2758.03,0,13.36289,0,4401,2024-11-18 04:00:00,2587.03,EXIT_CHANNEL,45,0.02,137.59,275.18,4.11857
196,medium,short,4375,2024-11-11 16:00:00,2635.59,2677.26,0,16.66896,0,4408,2024-11-19 08:00:00,2622.58,EXIT_CHANNEL,33,0.02,13.01,26.02,0.3122
197,slow,short,4375,2024-11-11 16:00:00,2635.59,2677.26,0,16.66896,0,4417,2024-11-20 20:00:00,2651.89,EXIT_CHANNEL,42,0.02,-16.3,-32.6,-0.39115
198,fast,long,4409,2024-11-19 08:00:00,2622.58,2584.86,0,15.08917,0,4435,2024-11-25 20:00:00,2627.84,EXIT_CHANNEL,26,0.02,5.26,10.52,0.13944
199,medium,long,4427,2024-11-22 08:00:00,2686.66,2652.97,0,13.475,0,4435,2024-11-25 20:00:00,2627.84,EXIT_PROTECTIVE_STOP,8,0.02,-58.82,-117.64,-1.74605
200,fast,long,4457,2024-11-29 08:00:00,2662.37,2624.16,0,15.2831,0,4461,2024-12-02 04:00:00,2635.87,EXIT_PROTECTIVE_STOP,4,0.02,-26.5,-53.0,-0.69358
201,fast,short,4486,2024-12-06 04:00:00,2617.57,2651.81,0,13.69702,0,4493,2024-12-09 12:00:00,2655.67,EXIT_PROTECTIVE_STOP,7,0.02,-38.1,-76.2,-1.11265
202,fast,long,4495,2024-12-09 16:00:00,2665.49,2629.21,0,14.51184,0,4517,2024-12-13 12:00:00,2668.93,EXIT_CHANNEL,22,0.02,3.44,6.88,0.09482
203,medium,long,4501,2024-12-10 16:00:00,2680.46,2646.23,0,13.69262,0,4519,2024-12-13 20:00:00,2656.3,EXIT_CHANNEL,18,0.02,-24.16,-48.32,-0.70578
204,medium,short,4539,2024-12-19 00:00:00,2585.25,2619.58,0,13.73095,0,4541,2024-12-19 12:00:00,2620.51,EXIT_PROTECTIVE_STOP,2,0.02,-35.26,-70.52,-1.02717
205,slow,short,4539,2024-12-19 00:00:00,2585.25,2619.58,0,13.73095,0,4541,2024-12-19 12:00:00,2620.51,EXIT_PROTECTIVE_STOP,2,0.02,-35.26,-70.52,-1.02717
206,fast,short,4520,2024-12-13 20:00:00,2656.3,2692.04,0,14.29459,0,4585,2025-01-02 04:00:00,2632.89,EXIT_CHANNEL,65,0.02,23.41,46.82,0.65507
207,medium,long,4590,2025-01-02 20:00:00,2656.53,2628.11,0,11.36907,0,4599,2025-01-06 12:00:00,2632.73,EXIT_PROTECTIVE_STOP,9,0.03,-23.8,-71.4,-0.83736
208,fast,long,4589,2025-01-02 16:00:00,2642.96,2615.69,0,10.90955,0,4600,2025-01-06 16:00:00,2624.36,EXIT_CHANNEL,11,0.03,-18.6,-55.8,-0.68197
209,fast,long,4619,2025-01-09 16:00:00,2672.56,2644.05,0,11.40249,0,4631,2025-01-13 20:00:00,2660.88,EXIT_CHANNEL,12,0.03,-11.68,-35.04,-0.40974
210,fast,long,4648,2025-01-16 12:00:00,2705.28,2677.14,0,11.25654,0,4691,2025-01-27 20:00:00,2733.72,EXIT_CHANNEL,43,0.03,28.44,85.32,1.01061
211,medium,long,4619,2025-01-09 16:00:00,2672.56,2644.05,0,11.40249,0,4691,2025-01-27 20:00:00,2733.72,EXIT_CHANNEL,72,0.03,61.16,183.48,2.1455
212,fast,short,4692,2025-01-27 20:00:00,2733.72,2765.69,0,12.78725,0,4699,2025-01-29 04:00:00,2763.72,EXIT_PROTECTIVE_STOP,7,0.03,-30.0,-90.0,-0.93843
213,fast,long,4708,2025-01-30 12:00:00,2774.31,2747.56,0,10.69835,0,4775,2025-02-14 20:00:00,2887.04,EXIT_CHANNEL,67,0.03,112.73,338.19,4.21485
214,fast,long,4792,2025-02-19 12:00:00,2945.49,2909.63,0,14.34357,0,4817,2025-02-25 20:00:00,2907.6,EXIT_PROTECTIVE_STOP,25,0.02,-37.89,-75.78,-1.05664
215,medium,long,4710,2025-01-30 20:00:00,2795.56,2767.67,0,11.15534,0,4817,2025-02-25 20:00:00,2907.6,EXIT_CHANNEL,107,0.03,112.04,336.12,4.01745
216,slow,long,4648,2025-01-16 12:00:00,2705.28,2677.14,0,11.25654,0,4827,2025-02-27 12:00:00,2887.36,EXIT_CHANNEL,179,0.03,182.08,546.24,6.4702
217,fast,short,4818,2025-02-25 20:00:00,2907.6,2951.46,0,17.54528,0,4841,2025-03-03 20:00:00,2890.88,EXIT_CHANNEL,23,0.02,16.72,33.44,0.38119
218,medium,short,4833,2025-02-28 08:00:00,2864.27,2906.69,0,16.96665,0,4845,2025-03-04 12:00:00,2918.15,EXIT_PROTECTIVE_STOP,12,0.02,-53.88,-107.76,-1.27026
219,fast,long,4847,2025-03-04 16:00:00,2922.71,2879.36,0,17.33979,0,4857,2025-03-06 12:00:00,2894.28,EXIT_CHANNEL,10,0.02,-28.43,-56.86,-0.65583
220,fast,short,4872,2025-03-10 20:00:00,2886.22,2928.67,0,16.98159,0,4883,2025-03-12 20:00:00,2936.19,EXIT_PROTECTIVE_STOP,11,0.02,-49.97,-99.94,-1.17704
221,fast,long,4884,2025-03-12 20:00:00,2936.19,2897.62,0,15.42916,0,4924,2025-03-21 16:00:00,3006.43,EXIT_CHANNEL,40,0.02,70.24,140.48,1.82097
222,fast,long,4948,2025-03-27 12:00:00,3039.95,3007.61,0,12.93657,0,4978,2025-04-03 16:00:00,3076.39,EXIT_CHANNEL,30,0.03,36.44,109.32,1.12673
223,medium,long,4884,2025-03-12 20:00:00,2936.19,2897.62,0,15.42916,0,4978,2025-04-03 16:00:00,3076.39,EXIT_CHANNEL,94,0.02,140.2,280.4,3.63468
224,fast,short,4979,2025-04-03 16:00:00,3076.39,3133.39,0,22.79893,0,4979,2025-04-03 20:00:00,3107.41,EXIT_PROTECTIVE_STOP,0,0.01,-31.02,-31.02,-0.54424
225,slow,long,4890,2025-03-13 20:00:00,2979.4,2940.72,0,15.47317,0,4987,2025-04-07 04:00:00,2978.97,EXIT_CHANNEL,97,0.02,-0.43,-0.86,-0.01112
226,fast,short,4986,2025-04-04 20:00:00,3031.05,3104.7,0,29.45993,0,5001,2025-04-09 12:00:00,3044.05,EXIT_CHANNEL,15,0.01,-13.0,-13.0,-0.17651
227,medium,short,4988,2025-04-07 04:00:00,2978.97,3056.87,0,31.15892,0,5002,2025-04-09 16:00:00,3047.45,EXIT_PROTECTIVE_STOP,14,0.01,-68.48,-68.48,-0.87911
228,fast,long,5007,2025-04-10 08:00:00,3125.32,3037.78,0,35.0149,0,5069,2025-04-25 20:00:00,3285.55,EXIT_CHANNEL,62,0.01,160.23,160.23,1.83042
229,medium,long,5011,2025-04-11 00:00:00,3175.74,3087.97,0,35.10807,0,5089,2025-05-01 04:00:00,3246.67,EXIT_CHANNEL,78,0.01,70.93,70.93,0.80813
230,slow,long,5011,2025-04-11 00:00:00,3175.74,3087.97,0,35.10807,0,5089,2025-05-01 04:00:00,3246.67,EXIT_CHANNEL,78,0.01,70.93,70.93,0.80813
231,fast,short,5090,2025-05-01 04:00:00,3246.67,3326.22,0,31.8198,0,5103,2025-05-05 12:00:00,3282.72,EXIT_CHANNEL,13,0.01,-36.05,-36.05,-0.45318
232,medium,short,5090,2025-05-01 04:00:00,3246.67,3326.22,0,31.8198,0,5105,2025-05-05 20:00:00,3309.76,EXIT_PROTECTIVE_STOP,15,0.01,-63.09,-63.09,-0.79309
233,fast,long,5107,2025-05-06 00:00:00,3335.81,3264.32,0,28.59469,0,5121,2025-05-08 12:00:00,3339.32,EXIT_CHANNEL,14,0.01,3.51,3.51,0.0491
234,medium,long,5111,2025-05-06 16:00:00,3391.07,3318.29,0,29.11278,0,5123,2025-05-08 20:00:00,3310.28,EXIT_PROTECTIVE_STOP,12,0.01,-80.79,-80.79,-1.11003
235,fast,short,5134,2025-05-12 12:00:00,3231.45,3315.6,0,33.66133,0,5171,2025-05-20 20:00:00,3278.87,EXIT_CHANNEL,37,0.01,-47.42,-47.42,-0.5635
236,medium,short,5147,2025-05-14 16:00:00,3184.8,3259.58,0,29.91124,0,5171,2025-05-20 20:00:00,3278.87,EXIT_PROTECTIVE_STOP,24,0.01,-94.07,-94.07,-1.25799
237,slow,short,5147,2025-05-14 16:00:00,3184.8,3259.58,0,29.91124,0,5171,2025-05-20 20:00:00,3278.87,EXIT_PROTECTIVE_STOP,24,0.01,-94.07,-94.07,-1.25799
238,fast,long,5172,2025-05-20 20:00:00,3278.87,3203.73,0,30.05637,0,5199,2025-05-27 12:00:00,3298.6,EXIT_CHANNEL,27,0.01,19.73,19.73,0.26257
239,medium,long,5189,2025-05-23 16:00:00,3356.97,3290.05,0,26.76615,0,5200,2025-05-27 16:00:00,3293.66,EXIT_PROTECTIVE_STOP,11,0.01,-63.31,-63.31,-0.94612
240,fast,short,5210,2025-05-29 04:00:00,3264.98,3324.44,0,23.78501,0,5213,2025-05-29 20:00:00,3322.27,EXIT_PROTECTIVE_STOP,3,0.01,-57.29,-57.29,-0.96346
241,fast,long,5224,2025-06-02 12:00:00,3352.09,3290.68,0,24.56442,0,5249,2025-06-06 20:00:00,3322.79,EXIT_CHANNEL,25,0.01,-29.3,-29.3,-0.47711
242,medium,long,5226,2025-06-02 20:00:00,3371.62,3310.35,0,24.50874,0,5249,2025-06-06 20:00:00,3322.79,EXIT_CHANNEL,23,0.01,-48.83,-48.83,-0.79694
243,fast,short,5250,2025-06-06 20:00:00,3322.79,3379.41,0,22.64728,0,5269,2025-06-12 04:00:00,3365.83,EXIT_CHANNEL,19,0.01,-43.04,-43.04,-0.76018
244,medium,long,5276,2025-06-13 04:00:00,3416.7,3359.28,0,22.96852,0,5301,2025-06-19 12:00:00,3368.65,EXIT_PROTECTIVE_STOP,25,0.01,-48.05,-48.05,-0.8368
245,slow,long,5276,2025-06-13 04:00:00,3416.7,3359.28,0,22.96852,0,5301,2025-06-19 12:00:00,3368.65,EXIT_PROTECTIVE_STOP,25,0.01,-48.05,-48.05,-0.8368
246,fast,long,5270,2025-06-12 04:00:00,3365.83,3311.82,0,21.60234,0,5319,2025-06-24 12:00:00,3327.31,EXIT_CHANNEL,49,0.01,-38.52,-38.52,-0.71326
247,fast,short,5320,2025-06-24 12:00:00,3327.31,3382.45,0,22.05614,0,5331,2025-06-26 12:00:00,3348.08,EXIT_CHANNEL,11,0.01,-20.77,-20.77,-0.37668
248,fast,short,5337,2025-06-27 08:00:00,3293.92,3341.73,0,19.12386,0,5347,2025-07-01 04:00:00,3314.73,EXIT_CHANNEL,10,0.02,-20.81,-41.62,-0.43527
249,slow,short,5339,2025-06-27 16:00:00,3270.08,3318.18,0,19.23843,0,5348,2025-07-01 08:00:00,3322.97,EXIT_PROTECTIVE_STOP,9,0.02,-52.89,-105.78,-1.09967
250,medium,short,5321,2025-06-24 16:00:00,3314.62,3370.06,0,22.17684,0,5350,2025-07-01 16:00:00,3354.53,EXIT_CHANNEL,29,0.01,-39.91,-39.91,-0.71985
251,fast,long,5351,2025-07-01 16:00:00,3354.53,3307.74,0,18.71569,0,5362,2025-07-03 16:00:00,3324.49,EXIT_CHANNEL,11,0.02,-30.04,-60.08,-0.64203
252,fast,short,5372,2025-07-07 08:00:00,3307.78,3349.24,0,16.58327,0,5390,2025-07-10 12:00:00,3328.71,EXIT_CHANNEL,18,0.02,-20.93,-41.86,-0.50485
253,fast,long,5398,2025-07-11 16:00:00,3355.14,3316.53,0,15.44286,0,5410,2025-07-15 20:00:00,3329.31,EXIT_CHANNEL,12,0.02,-25.83,-51.66,-0.66905
254,fast,short,5422,2025-07-17 16:00:00,3313.12,3354.52,0,16.55961,0,5427,2025-07-18 16:00:00,3359.97,EXIT_PROTECTIVE_STOP,5,0.02,-46.85,-93.7,-1.13167
255,fast,long,5434,2025-07-21 16:00:00,3387.27,3350.02,0,14.90106,0,5450,2025-07-24 12:00:00,3369.69,EXIT_CHANNEL,16,0.02,-17.58,-35.16,-0.47191
256,slow,long,5435,2025-07-21 20:00:00,3395.68,3358.05,0,15.05101,0,5451,2025-07-24 16:00:00,3353.46,EXIT_PROTECTIVE_STOP,16,0.02,-42.22,-84.44,-1.12205
257,medium,long,5434,2025-07-21 16:00:00,3387.27,3350.02,0,14.90106,0,5456,2025-07-25 12:00:00,3345.45,EXIT_PROTECTIVE_STOP,22,0.02,-41.82,-83.64,-1.1226
258,fast,short,5457,2025-07-25 12:00:00,3345.45,3383.55,0,15.24114,0,5487,2025-08-01 16:00:00,3341.2,EXIT_CHANNEL,30,0.02,4.25,8.5,0.11154
259,medium,short,5477,2025-07-30 20:00:00,3298.09,3336.66,0,15.42668,0,5487,2025-08-01 16:00:00,3341.2,EXIT_PROTECTIVE_STOP,10,0.02,-43.11,-86.22,-1.1178
260,slow,short,5478,2025-07-31 00:00:00,3276.42,3317.64,0,16.48735,0,5487,2025-08-01 16:00:00,3341.2,EXIT_PROTECTIVE_STOP,9,0.02,-64.78,-129.56,-1.57163
261,fast,long,5488,2025-08-01 16:00:00,3341.2,3296.81,0,17.75786,0,5522,2025-08-11 12:00:00,3361.85,EXIT_CHANNEL,34,0.02,20.65,41.3,0.46515
262,fast,short,5524,2025-08-11 16:00:00,3356.89,3400.75,0,17.54544,0,5578,2025-08-22 20:00:00,3370.59,EXIT_CHANNEL,54,0.02,-13.7,-27.4,-0.31233
263,medium,short,5561,2025-08-19 20:00:00,3317.44,3352.75,0,14.12256,0,5578,2025-08-22 20:00:00,3370.59,EXIT_PROTECTIVE_STOP,17,0.02,-53.15,-106.3,-1.50539
264,fast,long,5579,2025-08-22 20:00:00,3370.59,3335.84,0,13.90166,0,5687,2025-09-18 00:00:00,3659.65,EXIT_CHANNEL,108,0.02,289.06,578.12,8.31728
265,fast,long,5703,2025-09-22 12:00:00,3720.37,3672.68,0,19.07719,0,5716,2025-09-24 20:00:00,3735.72,EXIT_CHANNEL,13,0.02,15.35,30.7,0.32185
266,fast,long,5732,2025-09-29 08:00:00,3805.04,3748.98,0,22.42493,0,5752,2025-10-02 20:00:00,3844.91,EXIT_CHANNEL,20,0.01,39.87,39.87,0.71117
267,fast,long,5761,2025-10-06 04:00:00,3900.34,3838.92,0,24.56731,0,5782,2025-10-09 20:00:00,3969.19,EXIT_CHANNEL,21,0.01,68.85,68.85,1.121
268,fast,long,5793,2025-10-13 12:00:00,4077.78,3994.82,0,33.18373,0,5830,2025-10-21 20:00:00,4113.46,EXIT_CHANNEL,37,0.01,35.68,35.68,0.43009
269,medium,long,5587,2025-08-26 04:00:00,3383.21,3348.97,0,13.69437,0,5830,2025-10-21 20:00:00,4113.46,EXIT_CHANNEL,243,0.02,730.25,1460.5,21.32994
270,slow,long,5603,2025-08-28 20:00:00,3415.47,3381.48,0,13.59489,0,5857,2025-10-28 08:00:00,3966.56,EXIT_CHANNEL,254,0.02,551.09,1102.18,16.21462
271,fast,short,5891,2025-11-04 20:00:00,3955.09,4053.11,0,39.20838,0,5900,2025-11-06 12:00:00,4011.0,EXIT_CHANNEL,9,0.01,-55.91,-55.91,-0.57039
272,fast,long,5911,2025-11-10 04:00:00,4043.99,3965.12,0,31.5496,0,5937,2025-11-14 16:00:00,4055.9,EXIT_CHANNEL,26,0.01,11.91,11.91,0.151
273,medium,long,5912,2025-11-10 08:00:00,4069.45,3990.49,0,31.58562,0,5937,2025-11-14 16:00:00,4055.9,EXIT_CHANNEL,25,0.01,-13.55,-13.55,-0.1716
274,fast,short,5938,2025-11-14 16:00:00,4055.9,4149.34,0,37.37646,0,5953,2025-11-19 08:00:00,4095.54,EXIT_CHANNEL,15,0.01,-39.64,-39.64,-0.42422
275,slow,long,6001,2025-12-01 04:00:00,4255.59,4183.7,0,28.75601,0,6008,2025-12-02 12:00:00,4191.85,EXIT_PROTECTIVE_STOP,7,0.01,-63.74,-63.74,-0.88663
276,fast,long,5976,2025-11-25 00:00:00,4133.82,4038.79,0,38.01222,0,6115,2025-12-29 16:00:00,4421.2,EXIT_CHANNEL,139,0.01,287.38,287.38,3.02408
277,medium,long,5995,2025-11-28 04:00:00,4191.06,4120.72,0,28.13479,0,6115,2025-12-29 16:00:00,4421.2,EXIT_CHANNEL,120,0.01,230.14,230.14,3.27196
278,slow,long,6053,2025-12-11 20:00:00,4278.66,4212.24,0,26.5666,0,6125,2025-12-31 08:00:00,4285.97,EXIT_CHANNEL,72,0.01,7.31,7.31,0.11006
279,medium,short,6126,2025-12-31 08:00:00,4285.97,4388.2,0,40.89345,0,6132,2026-01-02 12:00:00,4385.52,EXIT_PROTECTIVE_STOP,6,0.01,-99.55,-99.55,-0.97375
280,fast,short,6116,2025-12-29 16:00:00,4421.2,4507.94,0,34.69436,0,6138,2026-01-05 12:00:00,4434.84,EXIT_CHANNEL,22,0.01,-13.64,-13.64,-0.15726
281,fast,long,6139,2026-01-05 12:00:00,4434.84,4333.63,0,40.48524,0,6252,2026-01-30 12:00:00,5013.64,EXIT_CHANNEL,113,0.01,578.8,578.8,5.71863
282,medium,long,6167,2026-01-12 04:00:00,4570.15,4480.74,0,35.76407,0,6254,2026-01-30 20:00:00,4849.93,EXIT_CHANNEL,87,0.01,279.78,279.78,3.12917
283,slow,long,6167,2026-01-12 04:00:00,4570.15,4480.74,0,35.76407,0,6257,2026-02-02 08:00:00,4549.37,EXIT_CHANNEL,90,0.01,-20.78,-20.78,-0.23241
284,fast,short,6591,2026-04-21 20:00:00,4711.12,4811.94,0,40.32802,0,6630,2026-04-30 12:00:00,4616.42,EXIT_CHANNEL,39,0.01,94.7,94.7,0.9393
285,medium,short,6619,2026-04-28 12:00:00,4629.7,4719.42,0,35.88796,0,6654,2026-05-06 12:00:00,4700.31,EXIT_CHANNEL,35,0.01,-70.61,-70.61,-0.787
286,fast,long,6655,2026-05-06 12:00:00,4700.31,4601.24,0,39.62913,0,6672,2026-05-11 12:00:00,4667.62,EXIT_CHANNEL,17,0.01,-32.69,-32.69,-0.32996
287,medium,short,6714,2026-05-20 08:00:00,4462.11,4561.54,0,39.77385,0,6719,2026-05-21 08:00:00,4538.45,EXIT_PROTECTIVE_STOP,5,0.01,-76.34,-76.34,-0.76774
288,slow,short,6714,2026-05-20 08:00:00,4462.11,4561.54,0,39.77385,0,6719,2026-05-21 08:00:00,4538.45,EXIT_PROTECTIVE_STOP,5,0.01,-76.34,-76.34,-0.76774
289,fast,short,6695,2026-05-15 04:00:00,4630.35,4721.78,0,36.57236,0,6730,2026-05-25 04:00:00,4569.4,EXIT_CHANNEL,35,0.01,60.95,60.95,0.66662
290,fast,short,6746,2026-05-27 16:00:00,4438.47,4525.25,0,34.71227,0,6756,2026-05-29 12:00:00,4514.86,EXIT_PROTECTIVE_STOP,10,0.01,-76.39,-76.39,-0.88027
291,medium,short,6746,2026-05-27 16:00:00,4438.47,4525.25,0,34.71227,0,6756,2026-05-29 12:00:00,4514.86,EXIT_PROTECTIVE_STOP,10,0.01,-76.39,-76.39,-0.88027
292,slow,short,6746,2026-05-27 16:00:00,4438.47,4525.25,0,34.71227,0,6756,2026-05-29 12:00:00,4514.86,EXIT_PROTECTIVE_STOP,10,0.01,-76.39,-76.39,-0.88027
293,fast,long,6759,2026-05-29 20:00:00,4566.97,4470.25,0,38.68743,0,6764,2026-06-01 20:00:00,4480.04,EXIT_PROTECTIVE_STOP,5,0.01,-86.93,-86.93,-0.89879
294,fast,short,6775,2026-06-03 12:00:00,4444.01,4529.87,0,34.34569,0,6781,2026-06-04 16:00:00,4504.09,EXIT_CHANNEL,6,0.01,-60.08,-60.08,-0.69971
295,fast,short,6788,2026-06-05 16:00:00,4406.53,4498.16,0,36.65327,0,6820,2026-06-15 04:00:00,4292.65,EXIT_CHANNEL,32,0.01,113.88,113.88,1.24278
296,medium,short,6789,2026-06-05 20:00:00,4344.75,4443.99,0,39.69661,0,6821,2026-06-15 08:00:00,4328.23,EXIT_CHANNEL,32,0.01,16.52,16.52,0.16646
297,slow,short,6789,2026-06-05 20:00:00,4344.75,4443.99,0,39.69661,0,6903,2026-07-03 04:00:00,4147.1,EXIT_CHANNEL,114,0.01,197.65,197.65,1.99161
298,fast,short,6923,2026-07-08 12:00:00,4056.86,4154.01,0,38.85931,0,6975,2026-07-21 08:00:00,4049.61,EXIT_CHANNEL,52,0.01,7.25,7.25,0.07463
299,medium,short,6966,2026-07-17 16:00:00,3966.14,4052.89,0,34.69903,0,6976,2026-07-21 12:00:00,4062.9,EXIT_PROTECTIVE_STOP,10,0.01,-96.76,-96.76,-1.11542
300,fast,long,6981,2026-07-22 04:00:00,4097.57,4018.16,0,31.76521,0,6989,2026-07-23 16:00:00,4061.77,EXIT_CHANNEL,8,0.01,-35.8,-35.8,-0.45081
301,medium,long,6985,2026-07-22 20:00:00,4146.81,4064.4,0,32.96503,0,6989,2026-07-23 16:00:00,4061.77,EXIT_PROTECTIVE_STOP,4,0.01,-85.04,-85.04,-1.03188
302,fast,long,7042,2026-08-05 08:00:00,4135.54,4058.61,0,30.77236,0,7081,2026-08-14 00:00:00,4353.14,EXIT_CHANNEL,39,0.01,217.6,217.6,2.82851
303,medium,long,7043,2026-08-05 12:00:00,4160.54,4081.87,0,31.46825,0,7083,2026-08-14 08:00:00,4326.88,EXIT_CHANNEL,40,0.01,166.34,166.34,2.11439
304,fast,short,7084,2026-08-14 08:00:00,4326.88,4419.01,0,36.85282,0,7092,2026-08-17 20:00:00,4424.04,EXIT_PROTECTIVE_STOP,8,0.01,-97.16,-97.16,-1.05457
305,fast,long,7104,2026-08-19 16:00:00,4438.79,4348.04,0,36.29803,0,7134,2026-08-26 20:00:00,4591.61,EXIT_CHANNEL,30,0.01,152.82,152.82,1.68406
306,medium,long,7105,2026-08-19 20:00:00,4493.26,4397.68,0,38.23213,0,7146,2026-08-28 20:00:00,4479.93,EXIT_CHANNEL,41,0.01,-13.33,-13.33,-0.13946
307,slow,long,7044,2026-08-05 16:00:00,4183.92,4101.26,0,33.06483,0,7146,2026-08-28 16:00:00,4479.58,EXIT_END_OF_DATA,102,0.01,295.66,295.66,3.57673
