component,usd
gross_price_pnl,806.2600000000002
spread_and_slippage,-25.569999999993115
commission,-7.1435
financing_swap,-257.41500000000013
netting_and_lot_rounding,3.069544618483633e-12
net_to_account,516.1315000000101
