campaign_id,start,end,close_reason,direction,bars,days,sleeves,n_sleeves,trades,max_gross_exposure_lots,max_net_exposure_lots,gross_pnl,spread_slip,commission,swap,lot_nights,net_pnl,risk_cash,gross_R,net_R,mae_usd,mfe_usd,mae_R,mfe_R
0,2022-02-22 00:00:00,2022-02-24 00:00:00,flat,long,13,2.0,"fast,medium,slow",3,3,0.09,0.09,3.6629999999999425,0.24299999999998362,0.035324999999999995,-1.8864,0.18,1.4982749999999592,26.679201290286677,0.13729796331397529,0.05615891509261369,-16.03912499999933,1.4982749999999214,-0.601184601648432,0.056158915092612276
1,2022-03-07 00:00:00,2022-03-14 12:00:00,flat,long,34,7.5,"fast,medium,slow",3,3,0.06,0.06,-20.246000000000002,0.1599999999999909,0.0314,-2.4104,0.33999999999999997,-22.847799999999992,27.970534780892663,-0.7238331393588701,-0.8168524548771898,-22.847799999999552,30.75405000000137,-0.8168524548771741,1.099515981403766
2,2022-03-15 00:00:00,2022-03-17 04:00:00,flat,short,14,2.1666666666666665,fast,1,1,0.01,0.01,0.6720000000000027,0.0049999999999954525,0.0039250000000000005,0.09432,0.02,0.7573950000000073,5.480910209399596,0.12260737255785416,0.1381878138965126,0.0,3.4218149999978777,0.0,0.6243150990011783
3,2022-03-23 20:00:00,2022-03-29 00:00:00,flat,long,20,5.166666666666667,fast,1,1,0.03,0.03,-6.398999999999978,0.08999999999998635,0.011774999999999999,-0.9432,0.18,-7.4439749999999645,9.135368448875104,-0.7004643584778376,-0.8148521914205429,-7.443975000000137,6.095024999998714,-0.8148521914205618,0.6671898384951548
4,2022-04-18 00:00:00,2022-04-19 00:00:00,flat,long,7,1.0,"fast,medium,slow",3,3,0.06,0.06,-7.08000000000011,0.15,0.023549999999999998,-0.3144,0.06,-7.567950000000111,20.48394422140572,-0.345636559222882,-0.3694576551371197,-7.567949999998746,4.2964499999998225,-0.36945765513705303,0.20974720266568742
5,2022-05-11 00:00:00,2022-06-02 20:00:00,reversal,short,102,22.833333333333332,"fast,medium,slow",3,5,0.06,0.06,-21.153999999999858,0.27999999999994996,0.07849999999999999,2.2401000000000004,0.7900000000000003,-19.272399999999806,38.66239144818017,-0.547146702716331,-0.4984792527857702,-18.264400000000023,20.789850000001024,-0.4724074046086904,0.5377279889131017
6,2022-06-03 00:00:00,2022-06-06 00:00:00,flat,long,7,3.0,"fast,medium",2,2,0.06,0.06,-13.505999999999993,0.2,0.031400000000000004,-0.8960400000000002,0.2,-14.633439999999993,17.17068798910268,-0.7865730254123499,-0.8522337607722565,-14.680599999999686,0.0,-0.8549803018560863,0.0
7,2022-08-02 00:00:00,2022-08-19 00:00:00,flat,long,79,17.0,"fast,medium",2,2,0.06,0.06,-14.529000000000018,0.2129999999999427,0.035324999999999995,-4.0872,0.54,-18.86452499999996,18.102440560149365,-0.8025989618208771,-1.0420984362477757,-18.86752499999966,2.610450000000128,-1.042264159758356,0.1442043127459157
8,2022-08-22 00:00:00,2022-09-12 00:00:00,flat,short,91,21.0,"fast,medium,slow",3,4,0.09,0.09,1.2449999999999588,0.3569999999998799,0.08242499999999998,3.3955199999999994,1.2000000000000002,4.201095000000079,30.856705862663595,0.04034779362194978,0.13614852533832444,-9.642149999999674,35.48839500000031,-0.31248150865211477,1.1501031625978269
9,2022-09-26 00:00:00,2022-09-30 00:00:00,flat,short,25,4.0,"fast,medium,slow",3,3,0.06,0.06,-22.056000000000132,0.029999999999972715,0.023549999999999998,0.8488800000000001,0.24,-21.260670000000104,22.910028468658197,-0.9627225051323525,-0.9280071401519872,-21.260669999999664,5.192369999998846,-0.928007140151968,0.22664179606333568
10,2022-10-21 04:00:00,2022-10-21 16:00:00,flat,short,4,0.5,"fast,medium",2,2,0.06,0.06,-17.79600000000005,0.029999999999972715,0.023549999999999998,0.0,0.0,-17.849550000000022,18.146865450318938,-0.980665231068172,-0.9836161539229525,-17.849549999999,0.6664500000006228,-0.9836161539228961,0.0367253508229935
11,2022-10-26 08:00:00,2022-10-28 08:00:00,flat,long,13,2.0,fast,1,1,0.03,0.03,-6.71700000000003,0.08999999999998635,0.011774999999999999,-0.3144,0.06,-7.1331750000000165,8.181784563248018,-0.8209700399803127,-0.8718360823189749,-7.1421750000008615,0.0,-0.8729360868389268,0.0
12,2022-11-03 08:00:00,2022-11-04 04:00:00,flat,short,6,0.8333333333333334,fast,1,1,0.04,0.04,-9.235999999999967,0.01999999999998181,0.015700000000000002,0.09432,0.04,-9.17737999999995,9.507403450667674,-0.9714534623384845,-0.965287741034641,-9.145379999999932,1.8842999999997119,-0.9619219429840943,0.19819291458251764
13,2022-11-04 16:00:00,2022-11-18 12:00:00,reversal,long,60,13.833333333333334,"fast,medium,slow",3,3,0.09,0.09,43.965000000000124,0.2849999999999454,0.04709999999999999,-6.979680000000001,1.0299999999999998,36.653220000000175,23.57229153583455,1.8651135352354105,1.5549281640386987,-2.5725750000019616,66.66067499999917,-0.10913554993544596,2.8279251042972104
14,2022-11-18 16:00:00,2022-11-24 00:00:00,flat,short,21,5.333333333333333,"fast,slow",2,1,0.07,0.04,-1.7000000000000002,0.049999999999954525,0.03925,0.22793999999999998,0.21,-1.5613099999999547,8.991058679412298,-0.18907673285379126,-0.17365140810114366,-5.664910000001328,1.8727699999999459,-0.6300603968888362,0.20829248999210845
15,2022-11-30 20:00:00,2023-01-31 04:00:00,reversal,long,249,61.333333333333336,"fast,medium,slow",3,9,0.12,0.12,73.165,1.1679999999997108,0.22372499999999998,-40.924400000000006,6.110000000000002,30.84887500000029,78.50991707858535,0.931920484984906,0.39292965969027555,-32.175999999999476,81.83827500000007,-0.4098335751366616,1.0423941082256292
16,2023-01-31 08:00:00,2023-01-31 16:00:00,flat,short,3,0.3333333333333333,fast,1,1,0.04,0.04,-10.292000000000009,0.07499999999993179,0.058875,-0.5764000000000001,0.11000000000000001,-11.00227499999994,9.560381729237708,-1.076526052147568,-1.1508196337341439,-10.425875000000815,0.0,-1.0905291540939461,0.0
17,2023-02-01 20:00:00,2023-02-02 16:00:00,flat,long,6,0.8333333333333334,"fast,medium,slow",3,3,0.09,0.09,-34.89299999999998,0.2969999999999345,0.035324999999999995,-0.4716,0.09,-35.696924999999915,23.53904065328206,-1.4823458829081393,-1.5164987191193229,-35.69692500000019,4.200075000000652,-1.5164987191193346,0.17843016892088306
18,2023-02-03 12:00:00,2023-02-09 08:00:00,reversal,short,24,5.833333333333333,"fast,medium",2,2,0.06,0.06,-0.5910000000000082,0.11999999999995907,0.035324999999999995,1.0611,0.32999999999999996,0.31477500000003267,17.48574160497377,-0.03379896680115071,0.018001810109700797,0.0,13.938449999999648,0.0,0.7971323330109655
19,2023-02-09 12:00:00,2023-02-09 16:00:00,flat,long,2,0.16666666666666666,fast,1,1,0.03,0.03,-6.3299999999999725,0.1799999999999727,0.023549999999999998,0.07074,0.03,-6.462809999999946,7.598637254877302,-0.833044108788976,-0.8505222427681611,-6.557550000001356,0.0,-0.8629902678657666,0.0
20,2023-02-09 20:00:00,2023-03-03 04:00:00,reversal,short,93,21.333333333333332,"fast,medium,slow",3,3,0.09,0.09,13.20899999999999,0.14999999999993177,0.05887499999999998,5.093279999999999,1.6800000000000004,18.093405000000057,23.404307875261523,0.564383278087107,0.773080113987258,-6.4281450000016775,45.88759500000015,-0.2746564877825873,1.9606473835743536
21,2023-03-03 08:00:00,2023-03-07 12:00:00,flat,long,14,4.166666666666667,fast,1,1,0.05,0.05,-5.169999999999959,0.32999999999995,0.043175000000000005,-0.9065200000000002,0.26000000000000006,-6.44969499999991,8.805562200082552,-0.587128894501647,-0.7324569236407693,-6.581174999999348,4.896825000001627,-0.7473883950235057,0.5561058895201171
22,2023-03-07 16:00:00,2023-03-09 12:00:00,flat,short,12,1.8333333333333333,fast,1,1,0.05,0.05,-4.064999999999941,0.04999999999995453,0.03925000000000001,0.20959999999999995,0.15000000000000002,-3.9446499999998954,9.440970267946403,-0.43057015165075385,-0.417822521207657,-3.6180249999997613,2.781974999999875,-0.3832259711995421,0.29467045452363333
23,2023-03-10 16:00:00,2023-04-19 04:00:00,reversal,long,160,39.5,"fast,medium,slow",3,10,0.12,0.12,58.70200000000012,1.0449999999997317,0.231575,-22.270000000000003,3.39,35.155425000000385,85.36960107377794,0.6876218145762306,0.41180261542534835,0.0,140.92649999999958,0.0,1.6507808192544835
24,2023-04-19 08:00:00,2023-05-01 12:00:00,flat,short,50,12.166666666666666,"fast,medium",2,1,0.06,0.06,-8.036999999999988,0.12499999999995452,0.03925,0.9039000000000001,0.40000000000000013,-7.297349999999941,8.693592386927206,-0.9244739852406063,-0.8393940818956692,-15.986995000001116,0.0,-1.838940024844183,0.0
25,2023-05-02 16:00:00,2023-05-11 12:00:00,reversal,long,42,8.833333333333334,"fast,medium,slow",3,3,0.09,0.09,-14.475000000000067,0.30900000000006,0.05887499999999999,-2.9868,0.39,-17.829675000000126,26.581405053892276,-0.5445536069539151,-0.6707574322670861,-18.132525000000896,22.106850000000122,-0.6821507351939539,0.8316659693187681
26,2023-05-11 16:00:00,2023-07-11 04:00:00,reversal,short,256,60.5,"fast,medium,slow",3,12,0.14,0.14,-13.13599999999997,1.3799999999994725,0.396425,10.996139999999999,3.8200000000000003,-3.916284999999446,110.22127549733315,-0.11917844300683857,-0.03553111667714463,-1.1565899999986868,52.922795000000406,-0.010493346178221926,0.48015044973128523
27,2023-07-11 08:00:00,2023-07-27 12:00:00,reversal,long,74,16.166666666666668,"fast,medium,slow",3,5,0.15000000000000002,0.15,-6.160000000000084,0.9999999999997499,0.19232500000000002,-9.861680000000003,1.4400000000000004,-17.214004999999837,45.30567929579668,-0.1359652938825175,-0.37995247544157007,-9.29832499999793,37.4231749999999,-0.20523530701945794,0.8260150952746427
28,2023-07-27 16:00:00,2023-07-31 12:00:00,flat,short,12,3.8333333333333335,"fast,medium",2,2,0.08,0.08,-17.02400000000016,0.06499999999994088,0.051025,0.49256,0.37000000000000005,-16.6474650000001,17.14414699260541,-0.9929919527254946,-0.9710290635737352,-16.385465000001204,0.0,-0.9557468800908299,0.0
29,2023-08-02 16:00:00,2023-08-23 12:00:00,reversal,short,90,20.833333333333332,"fast,medium,slow",3,3,0.13,0.13,20.135000000000037,0.19299999999991546,0.066725,6.838200000000001,2.3,26.71347500000012,24.86040229637981,0.8099225330288444,1.0745391277875722,-6.016200000000026,57.31729500000074,-0.24199930187276614,2.3055658680289066
30,2023-08-23 16:00:00,2023-08-25 16:00:00,flat,long,13,2.0,"fast,medium",2,2,0.11,0.11,-11.438999999999783,0.6399999999998727,0.0785,-0.20174000000000014,0.25,-12.359239999999657,17.90678766033161,-0.6388080440212216,-0.6901986126399837,-12.995899999999892,0.0,-0.7257527283237594,0.0
31,2023-08-29 16:00:00,2023-09-05 04:00:00,reversal,long,28,6.5,"fast,medium,slow",3,3,0.17,0.17,-8.699000000000138,0.5869999999998528,0.11382500000000001,-3.668,0.5,-13.067824999999992,26.72012145631971,-0.3255598974061809,-0.4890630838397351,-10.867824999999357,10.640749999998661,-0.40672812875365705,0.3982298515144647
